name,instance,run_id,test_incremental/macro_example/recall,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_finance-stock_exchange/macro_types/f1,test_incremental/micro/f1,test/macro_example/precision,test_incremental/macro_example/f1,test_incremental_finance-currency/macro_types/precision,test/macro_types/f1,test_incremental/micro/recall,test_incremental_finance/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental/macro_types/precision,test_incremental_only/micro/precision,test_incremental_finance-stock_exchange/macro_types/recall,test/macro_example/f1,test/macro_types/recall,test/macro_types/precision,test_pretraining/macro_types/precision,test/micro/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test/micro/f1,test_pretraining/micro/precision,test_pretraining/macro_example/recall,test_pretraining/micro/recall,test_incremental/micro/precision,threshold_pretraining,test_incremental_finance/macro_types/precision,test_pretraining/macro_example/f1,test_incremental_finance/macro_types/recall,test_pretraining/micro/f1,test_incremental/macro_example_exclusive/recall,test_incremental_finance-currency/macro_types/f1,threshold_incremental,test_incremental_only/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_types/f1,test_incremental_finance-currency/macro_types/recall,test_incremental_finance-stock_exchange/macro_types/precision,epoch,test_incremental_only/micro/f1,test_incremental_only/macro_types/recall,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test/macro_example/recall,test_pretraining/macro_types/recall,test/micro/recall,test_incremental_only/macro_example/f1
no_init_box_kenn_top_down_adapter_bert_ms,0,qdik0sjq,0.01844119653105736,0.01913709193468094,0.8996914029121399,0.9655172228813172,0.9380530714988708,0.9248086214065552,0.01878269948065281,1.0,0.8550220131874084,0.8833333253860474,0.9380530714988708,0.9380530714988708,1.0,1.0,0.9333333373069764,0.915852963924408,0.8188503980636597,0.8945369720458984,0.8945369720458984,0.90607488155365,0.9248086214065552,0.01844119653105736,0.8931609988212585,0.90607488155365,0.9070690870285034,0.8806100487709045,1.0,0.25,1,0.915852963924408,0.8833333253860474,0.8931609988212585,0.8833333849906921,0.9090909361839294,0.01,1.0,0.01844119653105736,0.8833333253860474,0.9166667461395264,0.8833333849906921,0.9380530714988708,0.8833333849906921,0.8550220131874084,0.8333333134651184,1.0,67,0.9380530714988708,0.8833333253860474,0.8833333253860474,0.8833333849906921,0.9070690870285034,0.8188503980636597,0.8806100487709045,0.01844119653105736
no_init_box_kenn_bottom_up_adapter_bert_ms,0,5bhf8lxr,0.017919275909662247,0.018789144232869148,0.8786730170249939,0.9285714626312256,0.9237668514251708,0.9245766401290894,0.018343903124332428,1.0,0.8539518713951111,0.8583333492279053,0.9380530714988708,0.9090909361839294,1.0,1.0,0.8666666746139526,0.9155706763267516,0.8168896436691284,0.8945369720458984,0.8945369720458984,0.9060116410255432,0.9245766401290894,0.017397355288267136,0.8927939534187317,0.9060116410255432,0.906738579273224,0.8799564242362976,1.0,0.25,1,0.9155706763267516,0.8833333253860474,0.8927939534187317,0.8583333492279053,0.888888955116272,0.01,1.0,0.017397355288267136,0.8333333134651184,0.9000000953674316,0.8333333730697632,0.9189189076423644,0.833333432674408,0.8539518713951111,0.800000011920929,1.0,44,0.9090909361839294,0.8333333730697632,0.8500000238418579,0.8333333730697632,0.906738579273224,0.8168896436691284,0.8799564242362976,0.017397355288267136
smart_init_box_adapter_bert_ms,2,wmlzrzlz,0.01844119653105736,0.018789144232869148,0.8915888071060181,0.9473683834075928,0.9380530714988708,0.9245766401290894,0.0186135433614254,1.0,0.8550220131874084,0.8833333253860474,0.9380530714988708,0.9380530714988708,1.0,1.0,0.8999999761581421,0.9157835245132446,0.8188503980636597,0.8945369720458984,0.8945369720458984,0.90607488155365,0.9245766401290894,0.01844119653105736,0.8931609988212585,0.90607488155365,0.9071561098098756,0.8806100487709045,1.0,0.25,1,0.9157835245132446,0.8833333253860474,0.8931609988212585,0.8833333253860474,0.9285714626312256,0.39,1.0,0.01844119653105736,0.8833333253860474,0.9000000953674316,0.8833333849906921,0.9380530714988708,0.8833333849906921,0.8550220131874084,0.8666666746139526,1.0,154,0.9380530714988708,0.8833333253860474,0.8833333253860474,0.8833333849906921,0.9071561098098756,0.8188503980636597,0.8806100487709045,0.01844119653105736
smart_init_box_adapter_bert_ms,1,5g6qo606,0.018615171313285828,0.018673161044716835,0.893053412437439,0.931034505367279,0.9385964274406432,0.9245766401290894,0.018644122406840324,1.0,0.8550578951835632,0.8916666507720947,0.9380530714988708,0.9392789602279664,0.9880952835083008,0.9818181991577148,0.8999999761581421,0.9158721566200256,0.8195040225982666,0.8938366770744324,0.8938366770744324,0.9058929085731506,0.9245766401290894,0.018789144232869148,0.8931846022605896,0.9058929085731506,0.9073300957679749,0.8808279037475586,0.9907407164573668,0.25,1,0.9158721566200256,0.8833333253860474,0.8931846022605896,0.8916667103767395,0.9473683834075928,0.52,0.9821428656578064,0.018615171313285828,0.8999999761581421,0.894444465637207,0.9000000953674316,0.938940405845642,0.895814061164856,0.8550578951835632,0.8999999761581421,0.9642857313156128,84,0.939130425453186,0.8999999761581421,0.894444465637207,0.8916667103767395,0.9073300957679749,0.8195040225982666,0.8808279037475586,0.01870175451040268
smart_init_box_adapter_bert_ms,0,gcbl8hyc,0.017745302990078926,0.018789144232869148,0.8742857575416565,0.9285714626312256,0.9189189076423644,0.9245766401290894,0.018252313137054443,1.0,0.8535946607589722,0.8500000238418579,0.9380530714988708,0.899082601070404,1.0,1.0,0.8666666746139526,0.9154820442199708,0.8162360191345215,0.8945369720458984,0.8945369720458984,0.9059906005859376,0.9245766401290894,0.017049409449100494,0.8926715850830078,0.9059906005859376,0.9065645933151244,0.8797385692596436,1.0,0.25,1,0.9154820442199708,0.8833333253860474,0.8926715850830078,0.8500000238418579,0.8679245114326477,0.89,1.0,0.017049409449100494,0.8166666626930237,0.9000000953674316,0.8166667222976685,0.9123867750167848,0.8166667819023132,0.8535946607589722,0.7666666507720947,1.0,183,0.899082601070404,0.8166666626930237,0.838888943195343,0.8166667222976685,0.9065645933151244,0.8162360191345215,0.8797385692596436,0.017049409449100494
no_init_kenn_horizontal_adapter_bert_ms,2,25obpolb,0.016875434666872025,0.01948503777384758,0.8663476705551147,0.9655172228813172,0.8584070801734924,0.9277313947677612,0.018086589872837067,0.7567567825317383,0.8833861351013184,0.8083333373069763,0.8118811845779419,0.9050223231315612,0.9189189672470092,0.8615384697914124,0.9333333373069764,0.9213699102401732,0.8643558025360107,0.903273344039917,0.903273344039917,0.9130723476409912,0.9277313947677612,0.01948503777384758,0.9061574339866638,0.9130723476409912,0.9150951504707336,0.8993464112281799,0.9150943160057068,0.375,1,0.9213699102401732,0.6833333373069763,0.9061574339866638,0.8083333373069763,0.8358209133148193,0.09,0.8783783912658691,0.01948503777384758,0.9333333373069764,0.9333333969116212,0.9333333969116212,0.8831169009208679,0.9333333969116212,0.8833861351013184,0.9333333373069764,1.0,69,0.8960000276565552,0.9333333373069764,0.8500000238418579,0.9333333969116212,0.9150951504707336,0.8643558025360107,0.8993464112281799,0.01948503777384758
no_init_kenn_horizontal_adapter_bert_ms,1,2nkzrr74,0.01513569988310337,0.018441198393702507,0.7963730692863464,0.9090909361839294,0.8405797481536865,0.9290072321891784,0.016625743359327316,1.0,0.8822171092033386,0.7250000238418579,0.8118811845779419,0.8679245114326477,1.0,1.0,0.8333333134651184,0.921241581439972,0.8578199148178101,0.9080427885055542,0.9080427885055542,0.9147045612335204,0.9290072321891784,0.016005568206310272,0.9058513045310974,0.9147045612335204,0.913604736328125,0.8971677422523499,1.0,0.375,1,0.921241581439972,0.6833333373069763,0.9058513045310974,0.7250000238418579,0.8235293626785278,0.96,1.0,0.016005568206310272,0.7666666507720947,0.8833334445953369,0.7666667699813843,0.8498402237892151,0.7666667103767395,0.8822171092033386,0.699999988079071,1.0,104,0.8679245114326477,0.7666666507720947,0.7388889193534851,0.7666667699813843,0.913604736328125,0.8578199148178101,0.8971677422523499,0.016005568206310272
no_init_kenn_horizontal_adapter_bert_ms,0,1364qm65,0.016527488827705383,0.01948503777384758,0.8566827774047852,0.9655172228813172,0.8796296119689941,0.9293551445007324,0.017884818837046623,0.9629629850387572,0.8846291303634644,0.7916666865348816,0.8118811845779419,0.9389764070510864,0.9876543283462524,0.9818181991577148,0.9333333373069764,0.9219785928726196,0.8630486726760864,0.9073165655136108,0.9073165655136108,0.9146530628204346,0.9293551445007324,0.018789146095514297,0.9067135453224182,0.9146530628204346,0.914718210697174,0.8989107012748718,0.9895833134651184,0.375,1,0.9219785928726196,0.6833333373069763,0.9067135453224182,0.7916666865348816,0.9122806787490844,0.03,0.9814814925193788,0.018789146095514297,0.8999999761581421,0.9333333969116212,0.9000000357627869,0.9006763100624084,0.9000000357627869,0.8846291303634644,0.8666666746139526,1.0,114,0.939130425453186,0.8999999761581421,0.8277778625488281,0.9000000357627869,0.914718210697174,0.8630486726760864,0.8989107012748718,0.018789146095514297
smart_init_kenn_hybrid_adapter_bert_ms,2,xfbr0srt,0.016527488827705383,0.018789144232869148,0.8423645496368408,0.9473683834075928,0.8837209343910217,0.9290652275085448,0.01758589968085289,1.0,0.8849742412567139,0.7916666865348816,0.8118811845779419,0.9473683834075928,1.0,1.0,0.8999999761581421,0.921880066394806,0.8630486726760864,0.9080427885055542,0.9080427885055542,0.9148558974266052,0.9290652275085448,0.018789144232869148,0.9068132042884828,0.9148558974266052,0.9148051738739014,0.8989107012748718,1.0,0.375,1,0.921880066394806,0.6833333373069763,0.9068132042884828,0.7916666865348816,0.9473683834075928,0.7000000000000001,1.0,0.018789144232869148,0.8999999761581421,0.9000000953674316,0.9000000953674316,0.9057750701904296,0.9000000953674316,0.8849742412567139,0.8999999761581421,1.0,138,0.9473683834075928,0.8999999761581421,0.8277778029441833,0.9000000953674316,0.9148051738739014,0.8630486726760864,0.8989107012748718,0.018789144232869148
smart_init_kenn_top_down_adapter_bert_ms,2,8uwmojc5,0.016353514045476913,0.018789144232869148,0.8376238346099854,0.9473683834075928,0.8785046935081482,0.9290652275085448,0.017486924305558205,1.0,0.8846304416656494,0.7833333611488342,0.8118811845779419,0.9380530714988708,1.0,1.0,0.8999999761581421,0.9217917323112488,0.8623950481414795,0.9080427885055542,0.9080427885055542,0.9148370027542114,0.9290652275085448,0.01844119653105736,0.9066931009292604,0.9148370027542114,0.914631187915802,0.898692786693573,1.0,0.375,1,0.9217917323112488,0.6833333373069763,0.9066931009292604,0.7833333611488342,0.9285714626312256,0.6,1.0,0.01844119653105736,0.8833333253860474,0.9000000953674316,0.8833333849906921,0.899082601070404,0.8833333849906921,0.8846304416656494,0.8666666746139526,1.0,102,0.9380530714988708,0.8833333253860474,0.8166666626930237,0.8833333849906921,0.914631187915802,0.8623950481414795,0.898692786693573,0.01844119653105736
smart_init_kenn_bottom_up_adapter_bert_ms,2,v9t50k68,0.016353514045476913,0.018789144232869148,0.8376238346099854,0.9473683834075928,0.8785046935081482,0.9290652275085448,0.017486924305558205,1.0,0.8846304416656494,0.7833333611488342,0.8118811845779419,0.9380530714988708,1.0,1.0,0.8999999761581421,0.9217917323112488,0.8623950481414795,0.9080427885055542,0.9080427885055542,0.9148370027542114,0.9290652275085448,0.01844119653105736,0.9066931009292604,0.9148370027542114,0.914631187915802,0.898692786693573,1.0,0.375,1,0.9217917323112488,0.6833333373069763,0.9066931009292604,0.7833333611488342,0.9285714626312256,0.65,1.0,0.01844119653105736,0.8833333253860474,0.9000000953674316,0.8833333849906921,0.899082601070404,0.8833333849906921,0.8846304416656494,0.8666666746139526,1.0,138,0.9380530714988708,0.8833333253860474,0.8166666626930237,0.8833333849906921,0.914631187915802,0.8623950481414795,0.898692786693573,0.01844119653105736
smart_init_kenn_hybrid_adapter_bert_ms,1,lym0tgox,0.015831593424081802,0.018441198393702507,0.8160744905471802,0.9090909361839294,0.8625592589378357,0.9290652275085448,0.01703704707324505,1.0,0.883597731590271,0.7583333253860474,0.8118811845779419,0.9090909361839294,1.0,1.0,0.8333333134651184,0.9216238260269164,0.8604342937469482,0.9080427885055542,0.9080427885055542,0.91478031873703,0.9290652275085448,0.017397355288267136,0.9063324928283693,0.91478031873703,0.9143006801605223,0.8980392217636108,1.0,0.375,1,0.9216238260269164,0.6833333373069763,0.9063324928283693,0.7583333253860474,0.9090909361839294,0.99,1.0,0.017397355288267136,0.8333333134651184,0.8833334445953369,0.8333333730697632,0.8785046935081482,0.833333432674408,0.883597731590271,0.8333333134651184,1.0,42,0.9090909361839294,0.8333333134651184,0.7833333611488342,0.8333333730697632,0.9143006801605223,0.8604342937469482,0.8980392217636108,0.017397355288267136
smart_init_kenn_top_down_adapter_bert_ms,1,8mnyqtzd,0.015831593424081802,0.018441198393702507,0.8160744905471802,0.9090909361839294,0.8625592589378357,0.9290652275085448,0.01703704707324505,1.0,0.883597731590271,0.7583333253860474,0.8118811845779419,0.9090909361839294,1.0,1.0,0.8333333134651184,0.9216238260269164,0.8604342937469482,0.9080427885055542,0.9080427885055542,0.91478031873703,0.9290652275085448,0.017397355288267136,0.9063324928283693,0.91478031873703,0.9143006801605223,0.8980392217636108,1.0,0.375,1,0.9216238260269164,0.6833333373069763,0.9063324928283693,0.7583333253860474,0.9090909361839294,0.99,1.0,0.017397355288267136,0.8333333134651184,0.8833334445953369,0.8333333730697632,0.8785046935081482,0.833333432674408,0.883597731590271,0.8333333134651184,1.0,37,0.9090909361839294,0.8333333134651184,0.7833333611488342,0.8333333730697632,0.9143006801605223,0.8604342937469482,0.8980392217636108,0.017397355288267136
smart_init_kenn_bottom_up_adapter_bert_ms,1,x87fepah,0.015483646653592588,0.018441198393702507,0.80632483959198,0.9090909361839294,0.8516746759414673,0.9290652275085448,0.016833504661917686,1.0,0.8829079270362854,0.7416666746139526,0.8118811845779419,0.8888888359069824,1.0,1.0,0.8333333134651184,0.9214470386505128,0.8591270446777344,0.9080427885055542,0.9080427885055542,0.9147424697875975,0.9290652275085448,0.016701461747288704,0.9060919284820556,0.9147424697875975,0.9139527082443236,0.8976035118103027,1.0,0.375,1,0.9214470386505128,0.6833333373069763,0.9060919284820556,0.7416666746139526,0.8679245114326477,0.99,1.0,0.016701461747288704,0.800000011920929,0.8833334445953369,0.8000000715255737,0.864353358745575,0.8000000715255737,0.8829079270362854,0.7666666507720947,1.0,41,0.888888955116272,0.7999999523162842,0.7611111402511597,0.8000000715255737,0.9139527082443236,0.8591270446777344,0.8976035118103027,0.016701461747288704
smart_init_kenn_hybrid_adapter_bert_ms,0,j30hpt6h,0.016701461747288704,0.018905125558376312,0.849511444568634,0.9333333373069764,0.8807339668273926,0.9290884137153624,0.017735103145241737,1.0,0.8846958875656128,0.800000011920929,0.8118811845779419,0.9410029053688048,0.9777778387069702,0.9649122953414916,0.9333333373069764,0.9219356179237366,0.8637022376060486,0.9067355990409852,0.9067355990409852,0.914469301700592,0.9290884137153624,0.01913709193468094,0.9067339897155762,0.914469301700592,0.9148921370506288,0.8991285562515259,0.9795918464660645,0.375,1,0.9219356179237366,0.6833333373069763,0.9067339897155762,0.800000011920929,0.9473683834075928,0.2,0.9666666984558104,0.018789144232869148,0.9166666865348816,0.9055556058883668,0.9166667461395264,0.9030241370201112,0.9082569479942322,0.8846958875656128,0.8999999761581421,0.9333333373069764,33,0.9401710033416748,0.9166666269302368,0.838888943195343,0.9000000953674316,0.9148921370506288,0.8637022376060486,0.8991285562515259,0.018961522728204727
smart_init_kenn_top_down_adapter_bert_ms,0,rrvtqtws,0.016701461747288704,0.018905125558376312,0.849511444568634,0.9333333373069764,0.8807339668273926,0.9290884137153624,0.017735103145241737,1.0,0.8846958875656128,0.800000011920929,0.8118811845779419,0.9410029053688048,0.9777778387069702,0.9649122953414916,0.9333333373069764,0.9219356179237366,0.8637022376060486,0.9067355990409852,0.9067355990409852,0.914469301700592,0.9290884137153624,0.01913709193468094,0.9067339897155762,0.914469301700592,0.9148921370506288,0.8991285562515259,0.9795918464660645,0.375,1,0.9219356179237366,0.6833333373069763,0.9067339897155762,0.800000011920929,0.9473683834075928,0.6,0.9666666984558104,0.018789144232869148,0.9166666865348816,0.9055556058883668,0.9166667461395264,0.9030241370201112,0.9082569479942322,0.8846958875656128,0.8999999761581421,0.9333333373069764,40,0.9401710033416748,0.9166666269302368,0.8388888835906982,0.9000000953674316,0.9148921370506288,0.8637022376060486,0.8991285562515259,0.018961522728204727
