name,instance,run_id,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1,test/micro/f1,test_incremental/micro/recall,test_incremental/macro_types/recall,test_pretraining/macro_types/precision,threshold_incremental,test_pretraining/macro_types/f1,test_incremental_only/macro_types/f1,test/micro/recall,test_incremental_government-political_party/macro_types/recall,test/macro_example/precision,test_incremental/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test_incremental_government-political_party/macro_types/f1,test_incremental_government-political_party/macro_types/precision,test/macro_types/f1,test_pretraining/micro/recall,test/micro/precision,test_incremental/macro_types/f1,test_incremental_government/macro_types/precision,threshold_pretraining,test_pretraining/micro/f1,test_incremental/macro_example/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_government-government/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,epoch,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_pretraining/macro_example/precision,test_pretraining/macro_example/recall,test_incremental/macro_types/precision,test_incremental_government/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental/micro/f1,test_incremental/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/micro/precision,test_incremental_government-government/macro_types/recall,test/macro_example/f1,test_incremental_only/micro/f1,test_incremental_only/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/macro_types/recall,test/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_government/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_government-government/macro_types/precision,test/macro_example/recall,test_incremental/macro_example/recall
no_init_box_kenn_horizontal_adapter_bert_ms,1,ehxcg4cw,0.9055928587913512,0.8560826778411865,0.889768123626709,0.7727272510528564,0.7210438251495361,0.8926724195480347,0.01,0.8482320308685303,0.7413290143013,0.8744869232177734,0.7045454382896423,0.9243853092193604,0.03305497765541077,0.5959595441818237,0.9595959186553956,0.8051947355270386,0.939393937587738,0.8482320308685303,0.8744869232177734,0.9055928587913512,0.8215814828872681,0.9591836929321288,0.25,0.889768123626709,0.02948928065598011,0.0205288790166378,0.6068181991577148,0.6666666269302368,0.5959595441818237,47,0.9130945205688475,0.5959596037864685,0.9243853092193604,0.9020761251449584,0.9546983242034912,0.9543147087097168,0.0205288790166378,0.8547486066818237,0.956250011920929,0.8080066442489624,0.9516128897666932,0.5090909004211426,0.9130945205688475,0.7329192161560059,0.9524555802345276,0.7727272510528564,0.8080066442489624,0.8926724195480347,0.0205288790166378,0.9494949579238892,0.5959595441818237,0.9655172228813172,0.9020761251449584,0.026617953553795815
no_init_box_kenn_horizontal_adapter_bert_ms,0,ka3vzahs,0.90566885471344,0.8332881331443787,0.8891333341598511,0.7424242496490479,0.684680163860321,0.8929029703140259,0.01,0.847155749797821,0.7007272243499756,0.8731907606124878,0.7045454382896423,0.924489676952362,0.03270702809095383,0.5353535413742065,0.9494949579238892,0.8266666531562805,1.0,0.847155749797821,0.8731907606124878,0.90566885471344,0.7988160252571106,0.9591836929321288,0.25,0.8891333341598511,0.02870408073067665,0.01844119653105736,0.5522727370262146,0.5569620132446289,0.5353535413742065,55,0.9128273129463196,0.5353535413742065,0.924489676952362,0.901455581188202,0.9586168527603148,0.9543147087097168,0.01844119653105736,0.8376068472862244,0.9607843160629272,0.8058676719665527,0.9636363387107848,0.4000000059604645,0.9128273129463196,0.6883116960525513,0.9583333730697632,0.7424242496490479,0.8058676719665527,0.8929029703140259,0.01844119653105736,0.9494949579238892,0.5353535413742065,0.9166666865348816,0.901455581188202,0.02557411417365074
smart_init_box_adapter_bert_ms,2,0reqr6kz,0.9055967926979064,0.7902628779411316,0.8876404166221619,0.6767676472663879,0.6089226007461548,0.8920859694480896,0.5700000000000001,0.8443211317062378,0.5976465940475464,0.8703823685646057,0.75,0.9245187044143676,0.03270702809095383,0.4040403962135315,0.9494949579238892,0.8571428656578064,1.0,0.8443211317062378,0.8703823685646057,0.9055967926979064,0.7405348420143127,0.9591836929321288,0.25,0.8876404166221619,0.02722199819982052,0.013917884789407252,0.4386363625526428,0.2222222238779068,0.4040403962135315,41,0.9125142693519592,0.4040403962135315,0.9245187044143676,0.9008176922798156,0.944727897644043,0.9543147087097168,0.013917884789407252,0.7952522039413452,0.964028775691986,0.8014113306999207,0.9756097793579102,0.12727272510528564,0.9125142693519592,0.5714285969734192,0.9375,0.6767676472663879,0.8014113306999207,0.8920859694480896,0.013917884789407252,0.9494949579238892,0.4040403962135315,0.875,0.9008176922798156,0.023312456905841827
smart_init_box_adapter_bert_ms,1,nl0lfd7p,0.8956348299980164,0.7676326036453247,0.8842704892158508,0.7424242496490479,0.6619529128074646,0.8751923441886902,0.43,0.8383752703666687,0.512382984161377,0.8731907606124878,0.3636363744735718,0.9206067323684692,0.027371840551495552,0.387002557516098,0.7946128845214844,0.3298968970775604,0.30188679695129395,0.8383752703666687,0.8731907606124878,0.8956348299980164,0.659737229347229,0.9591836929321288,0.25,0.8842704892158508,0.026442456990480423,0.013330986723303797,0.5181818008422852,0.691588819026947,0.3030303120613098,10,0.9112590551376344,0.5353535413742065,0.9206067323684692,0.9020992517471312,0.6575363278388977,0.9543147087097168,0.010438413359224796,0.7331671118736267,0.7241379022598267,0.8045307397842407,0.5047619342803955,0.6727272868156433,0.9112590551376344,0.5196078419685364,0.5067126154899597,0.7424242496490479,0.8045307397842407,0.8751923441886902,0.01844119653105736,0.9494949579238892,0.5353535413742065,0.7115384340286255,0.9020992517471312,0.02557411417365074
smart_init_box_adapter_bert_ms,0,z9odmuzy,0.8924329280853271,0.7738118767738342,0.8843596577644348,0.8181818127632141,0.7543771266937256,0.8745089769363403,0.41,0.8410018086433411,0.5608073472976685,0.8764311671257019,0.3863636255264282,0.9194378852844238,0.02528415620326996,0.4755244553089142,0.7340067625045776,0.3035714328289032,0.25,0.8410018086433411,0.8764311671257019,0.8924329280853271,0.6959474682807922,0.9591836929321288,0.25,0.8843596577644348,0.02665531635284424,0.016380280256271362,0.656818151473999,0.8159999847412109,0.3636363744735718,9,0.911250114440918,0.6868686676025391,0.9194378852844238,0.9032069444656372,0.6459183692932129,0.9543147087097168,0.012526096776127815,0.746543824672699,0.6864407062530518,0.8099674582481384,0.49275362491607666,0.9272727370262146,0.911250114440918,0.5738396644592285,0.4892857074737549,0.8181818127632141,0.8099674582481384,0.8745089769363403,0.023660404607653614,0.9494949579238892,0.6868687272071838,0.7285714149475098,0.9032069444656372,0.028183717280626297
no_init_kenn_horizontal_adapter_bert_ms,2,2rxb30vo,0.9119386672973632,0.9613192081451416,0.90559059381485,0.9343434572219848,0.9346802234649658,0.90157949924469,0.08,0.8824514150619507,0.8788232207298279,0.8993303179740906,1.0,0.925869882106781,0.03409881889820099,0.9191919565200806,0.9898989796638488,0.888888955116272,0.800000011920929,0.8824514150619507,0.8993303179740906,0.9119386672973632,0.9029420614242554,0.9494949579238892,0.375,0.90559059381485,0.03311434015631676,0.031663186848163605,0.9272727370262146,0.8623853325843811,0.9191919565200806,25,0.9198815226554872,0.9191918969154358,0.925869882106781,0.913970112800598,0.8732885122299194,0.9494949579238892,0.031663186848163605,0.9113300442695618,0.8894230723381042,0.8641181588172913,0.8348624110221863,0.8545454740524292,0.9198815226554872,0.875,0.835185170173645,0.9343434572219848,0.8641181588172913,0.90157949924469,0.031663186848163605,0.9494949579238892,0.9191919565200806,0.8703703880310059,0.913970112800598,0.032185111194849014
no_init_kenn_horizontal_adapter_bert_ms,1,2pgeqiad,0.9047619104385376,0.9559446573257446,0.9018205404281616,0.9242424368858336,0.9225590229034424,0.8934006094932556,0.1,0.8781468272209167,0.7418797016143799,0.8988982439041138,1.0,0.919954776763916,0.03409881889820099,0.8989899158477783,0.9898989796638488,0.7272727489471436,0.5714285969734192,0.8781468272209167,0.8988982439041138,0.9047619104385376,0.817701518535614,0.9494949579238892,0.375,0.9018205404281616,0.0329292006790638,0.030967291444540024,0.9090908765792848,0.7438016533851624,0.8989899158477783,24,0.916754186153412,0.8989899158477783,0.919954776763916,0.9135757684707642,0.7342473268508911,0.9494949579238892,0.030967291444540024,0.831818163394928,0.7561983466148376,0.863405168056488,0.6223776340484619,0.8181818127632141,0.916754186153412,0.7355372309684753,0.6266233921051025,0.9242424368858336,0.863405168056488,0.8934006094932556,0.030967291444540024,0.9494949579238892,0.8989899158477783,0.6818181872367859,0.9135757684707642,0.031837161630392075
no_init_kenn_horizontal_adapter_bert_ms,0,2y2gyzxt,0.8905982971191406,0.9753270149230956,0.8954775333404541,0.9595959782600404,0.9649831652641296,0.8856194615364075,0.02,0.875649094581604,0.5946422815322876,0.9004104733467102,1.0,0.9105601906776428,0.034156810492277145,0.9671651721000672,0.9915825128555298,0.5945945978164673,0.42307692766189575,0.875649094581604,0.9004104733467102,0.8905982971191406,0.7414261698722839,0.9494949579238892,0.375,0.8954775333404541,0.033596862107515335,0.033315710723400116,0.9727272987365724,0.5942857265472412,0.9646464586257936,26,0.9124988317489624,0.9696969985961914,0.9105601906776428,0.9144456386566162,0.6019684672355652,0.9494949579238892,0.03322894871234894,0.729366660118103,0.5882353186607361,0.8659006953239441,0.4285714328289032,0.9454545378684998,0.9124988317489624,0.5944272875785828,0.428205132484436,0.9595959782600404,0.8659006953239441,0.8856194615364075,0.03340292349457741,0.9494949579238892,0.9696969985961914,0.4333333373069763,0.9144456386566162,0.03305497765541077
smart_init_kenn_hybrid_adapter_bert_ms,2,dkfid9gm,0.9129958152770996,0.9410021305084229,0.9064403772354126,0.9494949579238892,0.9468014240264891,0.9030891060829164,0.29000000000000004,0.8835462331771851,0.9081515669822692,0.8999783992767334,0.9090909361839294,0.9277305603027344,0.03212711960077286,0.9288536906242372,0.9326599836349488,0.8602150678634644,0.8163265585899353,0.8835462331771851,0.8999783992767334,0.9129958152770996,0.9222565293312072,0.9494949579238892,0.375,0.9064403772354126,0.03241448104381561,0.03199600800871849,0.9454545974731444,0.9557521939277648,0.9090908765792848,27,0.9208783507347108,0.9494949579238892,0.9277305603027344,0.9141266345977784,0.8989520072937012,0.9494949579238892,0.031315241008996964,0.9306930899620056,0.9126213788986206,0.8648312091827393,0.8785046935081482,0.9818181991577148,0.9208783507347108,0.9126213788986206,0.8736805319786072,0.9494949579238892,0.8648312091827393,0.9030891060829164,0.03270702809095383,0.9494949579238892,0.9494949579238892,0.931034505367279,0.9141266345977784,0.03270702809095383
smart_init_kenn_top_down_adapter_bert_ms,2,nz8gk24n,0.9131959676742554,0.9444174766540528,0.9065389633178712,0.9494949579238892,0.9468014240264891,0.9034225940704346,0.42,0.8837057948112488,0.9127240777015686,0.8999783992767334,0.9090909361839294,0.9279045462608336,0.032359082251787186,0.934097707271576,0.939393937587738,0.8695651888847351,0.8333333134651184,0.8837057948112488,0.8999783992767334,0.9131959676742554,0.9252307415008544,0.9494949579238892,0.375,0.9065389633178712,0.03253212198615074,0.03217664361000061,0.9454545974731444,0.9557521939277648,0.9191919565200806,27,0.9209640026092528,0.9494949579238892,0.9279045462608336,0.9141266345977784,0.9046210050582886,0.9494949579238892,0.031663186848163605,0.9330025315284728,0.9170731902122498,0.8648312091827393,0.8867924809455872,0.9818181991577148,0.9209640026092528,0.9170731902122498,0.8821839094161987,0.9494949579238892,0.8648312091827393,0.9034225940704346,0.03270702809095383,0.9494949579238892,0.9494949579238892,0.931034505367279,0.9141266345977784,0.03270702809095383
smart_init_kenn_bottom_up_adapter_bert_ms,2,o0mqwuie,0.912595808506012,0.9392853379249572,0.9062432646751404,0.9494949579238892,0.9468013644218444,0.9024614095687866,0.19,0.8832457065582275,0.8994276523590088,0.8999783992767334,0.9090909361839294,0.927603006362915,0.032011136412620544,0.9262104034423828,0.9292929172515868,0.8421052694320679,0.7843137383460999,0.8832457065582275,0.8999783992767334,0.912595808506012,0.9166080951690674,0.9494949579238892,0.375,0.9062432646751404,0.03235533833503723,0.03190494701266289,0.9454545974731444,0.9557521939277648,0.9040404558181764,27,0.9208155274391174,0.9494949579238892,0.927603006362915,0.9141266345977784,0.8882811069488525,0.9494949579238892,0.031141266226768497,0.9261083602905272,0.9038461446762084,0.8648312091827393,0.8623853325843811,0.9818181991577148,0.9208155274391174,0.9038461446762084,0.8576741218566895,0.9494949579238892,0.8648312091827393,0.9024614095687866,0.03270702809095383,0.9494949579238892,0.9494949579238892,0.931034505367279,0.9141266345977784,0.03270702809095383
smart_init_kenn_hybrid_adapter_bert_ms,1,j50v7j6i,0.913425624370575,0.9278093576431274,0.9056645035743712,0.9040403962135316,0.8952862024307251,0.9040340781211852,0.88,0.8824124336242676,0.8827318549156189,0.8980341553688049,0.9545454382896424,0.9274729490280152,0.03282301127910614,0.8535054922103882,0.9528619050979614,0.8936169743537903,0.8399999737739563,0.8824124336242676,0.8980341553688049,0.913425624370575,0.9050440192222596,0.9494949579238892,0.375,0.9056645035743712,0.031960032880306244,0.029400503262877464,0.8681818246841431,0.85999995470047,0.8484848737716675,44,0.9201745390892028,0.8585858345031738,0.9274729490280152,0.9129900932312012,0.9150168895721436,0.9494949579238892,0.02922755852341652,0.9132652878761292,0.92268043756485,0.8618009090423584,0.8947368264198303,0.7818182110786438,0.9201745390892028,0.8762887120246887,0.897777795791626,0.9040404558181764,0.8618009090423584,0.9040340781211852,0.02957550436258316,0.9494949579238892,0.8585858345031738,0.9555555582046508,0.9129900932312012,0.031141268089413643
smart_init_kenn_top_down_adapter_bert_ms,1,uwibwhig,0.9123076796531676,0.892677903175354,0.904455840587616,0.8737373948097229,0.8407407999038696,0.901309370994568,0.8400000000000001,0.8794323801994324,0.8067857027053833,0.8967379331588745,0.6818181872367859,0.9273826479911804,0.03143122419714928,0.7692002654075623,0.9124579429626464,0.6976744532585144,0.7142857313156128,0.8794323801994324,0.8967379331588745,0.9123076796531676,0.8544899225234985,0.9494949579238892,0.375,0.904455840587616,0.030749868601560593,0.026496458798646927,0.7863636016845703,0.9158878326416016,0.7424242496490479,10,0.9198324680328368,0.7979797720909119,0.9273826479911804,0.9124042987823486,0.8686961531639099,0.9494949579238892,0.02557411417365074,0.884910523891449,0.8963730335235596,0.8585923314094543,0.8404255509376526,0.8909090757369995,0.9198324680328368,0.818652868270874,0.8282967209815979,0.8737373352050781,0.8585923314094543,0.901309370994568,0.027487821877002716,0.9494949579238892,0.7979798316955566,0.942307710647583,0.9124042987823486,0.03009742498397827
smart_init_kenn_bottom_up_adapter_bert_ms,1,p51aybjv,0.9135693907737732,0.9197643399238586,0.9054054021835328,0.8888888955116272,0.8771044015884399,0.9044272899627686,0.8,0.8820384740829468,0.8730774521827698,0.8973860740661621,0.9545454382896424,0.9274903535842896,0.03282301127910614,0.8232014179229736,0.9528619050979614,0.8936169743537903,0.8399999737739563,0.8820384740829468,0.8973860740661621,0.9135693907737732,0.8988500833511353,0.9494949579238892,0.375,0.9054054021835328,0.03168290853500366,0.02835662104189396,0.8409091234207153,0.8333333730697632,0.8181818127632141,39,0.9201300144195556,0.8282828330993652,0.9274903535842896,0.9128856658935548,0.9217015504837036,0.9494949579238892,0.028183717280626297,0.907216489315033,0.9263157844543456,0.8607313632965088,0.901098906993866,0.7272727489471436,0.9201300144195556,0.8631578683853149,0.9078048467636108,0.8888888359069824,0.8607313632965088,0.9044272899627686,0.028531663119792935,0.9494949579238892,0.8282828330993652,0.9756097793579102,0.9128856658935548,0.030619345605373383
smart_init_kenn_hybrid_adapter_bert_ms,0,b6jvimvi,0.913721203804016,0.9359784722328186,0.9063588976860046,0.9292929172515868,0.924074113368988,0.9044843316078186,0.68,0.8835141062736511,0.9103102087974548,0.8991142511367798,0.931818187236786,0.928168773651123,0.0324750654399395,0.9040122032165528,0.9427609443664552,0.92134827375412,0.9111111164093018,0.8835141062736511,0.8991142511367798,0.913721203804016,0.9233721494674684,0.9494949579238892,0.375,0.9063588976860046,0.03224143013358116,0.031140295788645744,0.9113636016845704,0.8990825414657593,0.8989899158477783,45,0.9207849502563475,0.9090909361839294,0.928168773651123,0.9135177135467528,0.9226711988449096,0.9494949579238892,0.030967293307185173,0.9292929172515868,0.9292929172515868,0.8634942770004272,0.9090909361839294,0.8909090757369995,0.9207849502563475,0.9090909361839294,0.9092592597007751,0.9292929172515868,0.8634942770004272,0.9044843316078186,0.031315241008996964,0.9494949579238892,0.9090908765792848,0.9074074029922484,0.9135177135467528,0.032011136412620544
