metric,projector,instance,family,subset,precision,recall,f1
test_incremental_only/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.6084470748901367,0.7527778148651123,0.6729607582092285
test_incremental_only/macro_example_exclusive,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.8678160905838013,0.7701148986816406,0.8160516023635864
test_incremental/macro_example_exclusive,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.8809524178504944,0.8538961410522461,0.8672133088111877
test_incremental_LOCATION-CONTINENT/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.7105262875556946,0.8999999761581421,0.7941175699234009
test_incremental_only/macro_example,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.07115928083658218,0.06314796954393387,0.06691468507051468
test_incremental_LOCATION/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.8789808750152588,0.8961039185523987,0.8874598741531372
test/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.780434787273407,0.8618534803390503,0.8191258907318115
test/micro,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.7604609131813049,0.8571428656578064,0.8059126138687134
test_pretraining/macro_example,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.7961828708648682,0.8542255759239197,0.8241835236549377
test_pretraining/micro,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.7604609131813049,0.8571428656578064,0.8059126138687134
test_incremental/micro,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.6858974099159241,0.8167939186096191,0.7456445693969727
test_incremental_LOCATION-REGION/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.8148148059844971,0.4583333432674408,0.5866667032241821
test/macro_example,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.7961828708648682,0.8542255759239197,0.8241835236549377
test_incremental_only/micro,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.4903225898742676,0.7037037014961243,0.5779467821121216
test_incremental/macro_example,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.12786678969860077,0.12393967807292938,0.12587261199951172
test_pretraining/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.780434787273407,0.8618534803390503,0.8191258907318115
test_incremental_LOCATION-RIVER/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.30000001192092896,0.8999999761581421,0.44999998807907104
test_incremental/macro_types,kenn_top_down_adapter_bert_ms,1,LOCATION,40,0.6760804653167725,0.7886093258857727,0.7280222773551941
test_incremental_only/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.61259925365448,0.7805556058883667,0.6864531636238098
test_incremental_only/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.8965517282485962,0.8103448152542114,0.8512713313102722
test_incremental/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.8625540733337402,0.8658008575439453,0.8641744256019592
test_incremental_LOCATION-CONTINENT/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.84375,0.8999999761581421,0.8709677457809448
test_incremental_only/macro_example,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.07351554930210114,0.06644675135612488,0.06980264186859131
test_incremental_LOCATION/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.8789808750152588,0.8961039185523987,0.8874598741531372
test/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.7810903787612915,0.8662394285202026,0.8214643001556396
test/micro,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.7670731544494629,0.8598769903182983,0.8108282685279846
test_pretraining/macro_example,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.7935909032821655,0.8556393384933472,0.8234479427337646
test_pretraining/micro,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.7670731544494629,0.8598769903182983,0.8108282685279846
test_incremental/micro,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.7194719314575195,0.8320610523223877,0.7716813683509827
test_incremental_LOCATION-REGION/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.6190476417541504,0.5416666865348816,0.5777778029441833
test/macro_example,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.7935909032821655,0.8556393384933472,0.8234479427337646
test_incremental_only/micro,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.5479452013969421,0.7407407164573669,0.6299212574958801
test_incremental/macro_example,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.12519635260105133,0.12566760182380676,0.12543152272701263
test_pretraining/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.7810903787612915,0.8662394285202026,0.8214643001556396
test_incremental_LOCATION-RIVER/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.375,0.8999999761581421,0.5294117331504822
test_incremental/macro_types,kenn_bottom_up_adapter_bert_ms,1,LOCATION,40,0.6791946291923523,0.8094426393508911,0.7386206388473511
test_incremental_only/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.3484843969345093,0.7486111521720886,0.4755817651748657
test_incremental_only/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.8735632300376892,0.7758620977401733,0.8218191266059875
test_incremental/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.9090908765792848,0.8549783825874329,0.8812046647071838
test_incremental_LOCATION-CONTINENT/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.4032258093357086,0.8333333134651184,0.54347825050354
test_incremental_only/macro_example,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.07163053750991821,0.0636192262172699,0.06738761067390442
test_incremental_LOCATION/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.8789808750152588,0.8961039185523987,0.8874598741531372
test/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.7393880486488342,0.8611955642700195,0.7956569790840149
test/micro,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.7096773982048035,0.8571428656578064,0.7764705419540405
test_pretraining/macro_example,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.7891925573348999,0.8539113998413086,0.8202774524688721
test_pretraining/micro,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.7096773982048035,0.8571428656578064,0.7764705419540405
test_incremental/micro,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.4976744055747986,0.8167939186096191,0.6184970736503601
test_incremental_LOCATION-REGION/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.4693877696990967,0.4791666567325592,0.47422683238983154
test/macro_example,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.7891925573348999,0.8539113998413086,0.8202774524688721
test_incremental_only/micro,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.27838829159736633,0.7037037014961243,0.39895012974739075
test_incremental/macro_example,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.1319509893655777,0.12409676611423492,0.12790341675281525
test_pretraining/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.7393880486488342,0.8611955642700195,0.7956569790840149
test_incremental_LOCATION-RIVER/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.17283950746059418,0.9333333373069764,0.2916666865348816
test_incremental/macro_types,kenn_hybrid_adapter_bert_ms,0,LOCATION,40,0.48110848665237427,0.7854843139648438,0.5967240333557129
test_incremental_only/macro_types,kenn_top_down_adapter_bert_ms,0,LOCATION,40,0.34192198514938354,0.7416666746139526,0.46805980801582336
test_incremental_only/macro_example_exclusive,kenn_top_down_adapter_bert_ms,0,LOCATION,40,0.8620689511299133,0.7643678188323975,0.810283899307251
test_incremental/macro_example_exclusive,kenn_top_down_adapter_bert_ms,0,LOCATION,40,0.9090908765792848,0.8517315983772278,0.8794769644737244
