name,instance,run_id,test_pretraining/macro_example/f1,test_incremental_only/macro_example/f1,test/macro_types/recall,test/macro_types/precision,test_pretraining/macro_types/recall,test/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental_education-educational_degree/macro_types/precision,test_pretraining/micro/recall,test_incremental/macro_example/recall,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental/macro_types/precision,test_pretraining/macro_example/precision,test_incremental/macro_example/f1,test_incremental/micro/f1,test_incremental_only/macro_example/recall,test_pretraining/macro_types/f1,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_education/macro_types/recall,test_incremental_education/macro_types/precision,epoch,test_pretraining/micro/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/f1,test_pretraining/micro/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_education-department/macro_types/recall,test_incremental_only/micro/f1,test_incremental/micro/precision,test/macro_example/f1,threshold_pretraining,test_incremental/micro/recall,test_incremental_only/macro_types/recall,test_incremental_education/macro_types/f1,test/micro/recall,test/micro/precision,test_incremental_education-department/macro_types/f1,test_incremental_education-educational_degree/macro_types/f1,test_incremental_education-educational_degree/macro_types/recall,test/macro_types/f1,test_incremental/macro_types/recall,test/macro_example/precision,threshold_incremental,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/macro_types/f1,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_pretraining/macro_example/recall,test_incremental_education-department/macro_types/precision,test/micro/f1
no_init_box_kenn_top_down_adapter_bert_ms,0,l1u1ye8w,0.9130555391311646,0.0052192071452736855,0.7919021844863892,0.8945369720458984,0.7919021844863892,0.9018731117248536,1.0,1.0,0.8706240653991699,0.007712827995419502,0.0052192071452736855,0.21739129722118375,1.0,0.9245187044143676,0.009227432310581207,0.5340909361839294,0.0052192071452736855,0.8400964140892029,1.0,0.4419940114021301,0.5333333611488342,1,59,0.887607991695404,0.5500000715255737,0.2500000298023224,0.47158727049827576,0.905267894268036,0.8945369720458984,0.2500000298023224,0.03333333507180214,0.3571428656578064,1.0,0.9130555391311646,0.25,0.3643410801887512,0.19615384936332703,0.6956522464752197,0.8706240653991699,0.905267894268036,0.06451613456010818,0.5283018946647644,0.3589743673801422,0.8400964140892029,0.3085470497608185,0.9245187044143676,0.63,0.2500000298023224,0.32797425985336304,0.011482255533337591,0.36944448947906494,0.9018731117248536,1.0,0.887607991695404
no_init_box_kenn_bottom_up_adapter_bert_ms,0,ckoje38l,0.913019835948944,0.004871259909123182,0.791248619556427,0.8749290704727173,0.791248619556427,0.9018035531044006,0.5,1.0,0.8704066276550293,0.007538854144513607,0.004871259909123182,0.2028985470533371,0.6666666865348816,0.9245187044143676,0.008990433998405933,0.5257142782211304,0.004871259909123182,0.8309875130653381,1.0,0.4306418597698212,0.5333333611488342,1,56,0.8874847888946533,0.533333420753479,0.23333334922790527,0.41134756803512573,0.9052464962005616,0.8749290704727173,0.23333334922790527,0.0,0.33734941482543945,1.0,0.913019835948944,0.25,0.356589138507843,0.1794871836900711,0.6956522464752197,0.8704066276550293,0.9052464962005616,0.0,0.5283018946647644,0.3589743673801422,0.8309875130653381,0.2974359393119812,0.9245187044143676,0.21,0.23333334922790527,0.2641509473323822,0.011134307831525804,0.3611111342906952,0.9018035531044006,0.0,0.8874847888946533
smart_init_box_adapter_bert_ms,2,rzf9encp,0.9114604592323304,0.013144669122993946,0.8182973861694336,0.868378758430481,0.8182973861694336,0.9073243141174316,0.33296674489974976,0.3863636255264282,0.880408763885498,0.01449779700487852,0.010438413359224796,0.8695651888847351,0.5553112030029297,0.9156344532966614,0.013028857298195362,0.5380116105079651,0.017745302990078926,0.842594563961029,0.33149170875549316,0.6240822672843933,0.5333333611488342,1,30,0.8813669681549072,0.5666667222976685,0.8500000238418579,0.6407517194747925,0.8823273181915283,0.868378758430481,0.5,0.8666666746139526,0.47999998927116394,0.43192487955093384,0.9114604592323304,0.25,0.713178277015686,0.8692307472229004,0.6956522464752197,0.880408763885498,0.8823273181915283,0.42276424169540405,0.5354331135749817,0.8717948794364929,0.842594563961029,0.7572649717330933,0.9156344532966614,0.14,0.6296296119689941,0.48149311542510986,0.011830202303826807,0.6944445371627808,0.9073243141174316,0.2795698940753937,0.8813669681549072
smart_init_box_adapter_bert_ms,1,m6myhfdt,0.9066662788391112,0.014777295291423798,0.8221184015274048,0.8626266717910767,0.8221184015274048,0.9082231521606444,0.1862887591123581,0.22674418985843656,0.8819308280944824,0.01571561023592949,0.011656228452920914,0.9710144996643066,0.4575258493423462,0.9051148295402528,0.01425811555236578,0.37714284658432007,0.02018093317747116,0.841885507106781,0.18406593799591064,0.6829637885093689,0.5333333611488342,1,39,0.8656493425369263,0.6250000596046448,0.9666666984558104,0.5879093408584595,0.849958062171936,0.8626266717910767,0.5583333969116211,0.9333333373069764,0.3094688355922699,0.25,0.9066662788391112,0.25,0.7674418687820435,0.9666666984558104,0.6956522464752197,0.8819308280944824,0.849958062171936,0.2522522509098053,0.36966824531555176,1.0,0.841885507106781,0.8222222328186035,0.9051148295402528,0.02,0.7078325152397156,0.31237831711769104,0.013048017397522926,0.7527778148651123,0.9082231521606444,0.1458333283662796,0.8656493425369263
smart_init_box_adapter_bert_ms,0,4zc7ucyh,0.9103399515151978,0.013611359521746635,0.8193029165267944,0.8669225573539734,0.8193029165267944,0.9075562953948976,0.2958333492279053,0.375,0.8808436393737793,0.014845743775367737,0.010786360129714012,0.8985507488250732,0.5305556058883667,0.9131407737731934,0.01338028348982334,0.4986737370491028,0.01844119653105736,0.8424403667449951,0.28703704476356506,0.6409156322479248,0.5333333611488342,1,41,0.8784559965133667,0.5833333730697632,0.8833333253860474,0.6296818256378174,0.8760812878608704,0.8669225573539734,0.5166667103767395,0.8666666746139526,0.4350877404212952,0.3790322542190552,0.9103399515151978,0.25,0.7286821603775024,0.8948718309402466,0.6956522464752197,0.8808436393737793,0.8760812878608704,0.3466666638851166,0.5333333611488342,0.9230769276618958,0.8424403667449951,0.7743589878082275,0.9131407737731934,0.03,0.6519841551780701,0.444665789604187,0.012178149074316025,0.7111111879348755,0.9075562953948976,0.21666666865348816,0.8784559965133667
no_init_box_adapter_bert_ms,2,41dfrj1a,0.9138277173042296,0.015531270764768124,0.8101022839546204,0.8809314966201782,0.8101022839546204,0.905909299850464,0.6530612111091614,1.0,0.8775820732116699,0.012758060358464718,0.016353514045476913,0.6811594367027283,0.7687075138092041,0.9218858480453492,0.014465833082795145,0.652892529964447,0.01478775218129158,0.8440335392951965,0.5802469253540039,0.6929134726524353,0.5333333611488342,1,41,0.8882041573524475,0.800000011920929,0.7083333730697632,0.6851328015327454,0.8990866541862488,0.8809314966201782,0.7833333611488342,0.5,0.6266666650772095,0.6991150379180908,0.9138277173042296,0.25,0.6124030947685242,0.6602563858032227,0.6956522464752197,0.8775820732116699,0.8990866541862488,0.37974685430526733,0.9014084935188292,0.8205128312110901,0.8440335392951965,0.6179487705230713,0.9218858480453492,0.01,0.7439479231834412,0.6566390991210938,0.016701461747288704,0.6111111640930176,0.905909299850464,0.30612245202064514,0.8882041573524475
no_init_box_adapter_bert_ms,1,zm9xoqyv,0.9125166535377502,0.014929358847439287,0.8093984127044678,0.8789941072463989,0.8093984127044678,0.905439555644989,0.6036585569381714,1.0,0.8771471977233887,0.01246810518205166,0.015657620504498482,0.6521739363670349,0.7357723712921143,0.9197053909301758,0.014403233304619787,0.5682656168937683,0.014265831559896467,0.8427618741989136,0.40909090638160706,0.6899149417877197,0.5333333611488342,1,54,0.8849402070045471,0.8166667222976685,0.6833333969116211,0.6646003127098083,0.8928729295730591,0.8789941072463989,0.7500000596046448,0.5666666626930237,0.5027933120727539,0.5422534942626953,0.9125166535377502,0.25,0.5968992114067078,0.642307698726654,0.6956522464752197,0.8771471977233887,0.8928729295730591,0.3035714328289032,0.8358209133148193,0.7179487347602844,0.8427618741989136,0.6059829592704773,0.9197053909301758,0.01,0.7151163816452026,0.622383713722229,0.017049409449100494,0.5972223281860352,0.905439555644989,0.2073170691728592,0.8849402070045471
no_init_box_adapter_bert_ms,0,82jew7ow,0.9133780598640442,0.0072188545018434525,0.7958237528800964,0.8945369720458984,0.7958237528800964,0.9023370742797852,1.0,1.0,0.8719286918640137,0.008698678575456142,0.007306889165192843,0.30434781312942505,1.0,0.9246926307678224,0.01060151495039463,0.5824176073074341,0.0071329157799482346,0.8422980308532715,1.0,0.5078125596046448,0.5333333611488342,1,58,0.888347327709198,0.6500000953674316,0.34166669845581055,0.545680582523346,0.9053962230682372,0.8945369720458984,0.3500000238418579,0.23333333432674408,0.46666666865348816,1.0,0.9133780598640442,0.25,0.4108527004718781,0.29615384340286255,0.6956522464752197,0.8719286918640137,0.9053962230682372,0.3783783614635467,0.5283018946647644,0.3589743673801422,0.8422980308532715,0.3752136826515198,0.9246926307678224,0.31,0.34578317403793335,0.4569733142852783,0.013569938018918036,0.416666716337204,0.9023370742797852,1.0,0.888347327709198
no_init_kenn_horizontal_adapter_bert_ms,2,19gve59t,0.9076133370399476,0.017972225323319435,0.8576188087463379,0.8768942356109619,0.8576188087463379,0.9146137833595276,0.20571136474609375,0.27906978130340576,0.897151529788971,0.015367664396762848,0.018789144232869148,0.782608687877655,0.4704742729663849,0.900719165802002,0.017046485096216202,0.4331797659397125,0.017223382368683815,0.8671494126319885,0.2037735879421234,0.8165265917778015,0.6666666865348816,1,18,0.8854078054428101,0.9166666865348816,0.8250000476837158,0.5721579790115356,0.8739674091339111,0.8768942356109619,0.9000000357627869,0.6000000238418579,0.3233533203601837,0.3081967234611511,0.9076133370399476,0.375,0.7286821603775024,0.7615385055541992,0.800000011920929,0.897151529788971,0.8739674091339111,0.21686749160289764,0.4285714030265808,0.9230769276618958,0.8671494126319885,0.7299145460128784,0.900719165802002,0.15000000000000002,0.8608695864677429,0.3239227831363678,0.01913709193468094,0.7361111640930176,0.9146137833595276,0.13235294818878174,0.8854078054428101
no_init_kenn_horizontal_adapter_bert_ms,1,1043q2yc,0.917996346950531,0.017972225323319435,0.8573170900344849,0.8870420455932617,0.8573170900344849,0.9145674109458924,0.4644808769226074,0.6666666865348816,0.897151529788971,0.015367664396762848,0.018789144232869148,0.782608687877655,0.6429872512817383,0.921450972557068,0.016907041892409325,0.6550522446632385,0.017223380506038666,0.8719263076782227,0.4576271176338196,0.8098472356796265,0.6666666865348816,1,53,0.899596631526947,0.9000000357627869,0.8250000476837158,0.6814408302307129,0.9020550847053528,0.8870420455932617,0.9000000357627869,0.5333333611488342,0.5775400996208191,0.594936728477478,0.917996346950531,0.375,0.7286821603775024,0.7538461685180664,0.800000011920929,0.897151529788971,0.9020550847053528,0.35164836049079895,0.7916666865348816,0.9743589758872986,0.8719263076782227,0.7247864007949829,0.921450972557068,0.11,0.8608695864677429,0.5747998952865601,0.018789144232869148,0.7361111640930176,0.9145674109458924,0.26229506731033325,0.899596631526947
no_init_kenn_horizontal_adapter_bert_ms,0,3sdxawza,0.9133521318435668,0.018350500613451004,0.8609873056411743,0.88129723072052,0.8609873056411743,0.9150893092155457,0.3179876506328583,0.3604651093482971,0.8980212807655334,0.01588958501815796,0.018615171313285828,0.8405796885490417,0.5453251004219055,0.9116214513778688,0.017218146473169327,0.55524080991745,0.018093250691890717,0.8710238933563232,0.31521740555763245,0.824749231338501,0.6666666865348816,1,37,0.8940361738204956,0.9000000953674316,0.8666666746139526,0.644303560256958,0.8900862336158752,0.88129723072052,0.8916667103767395,0.8999999761581421,0.4584980309009552,0.4375,0.9133521318435668,0.375,0.7596899271011353,0.8474358916282654,0.800000011920929,0.8980212807655334,0.8900862336158752,0.4218749701976776,0.4960000216960907,0.7948718070983887,0.8710238933563232,0.7871795296669006,0.9116214513778688,0.04,0.8789889216423035,0.46244844794273376,0.018789144232869148,0.7611111998558044,0.9150893092155457,0.27551019191741943,0.8940361738204956
smart_init_kenn_hybrid_adapter_bert_ms,2,yeqqmdkq,0.9198212623596193,0.01267776545137167,0.8595795631408691,0.891348123550415,0.8595795631408691,0.9149327278137208,0.5742857456207275,0.7200000286102295,0.8978038430213928,0.01548364758491516,0.01009046658873558,0.8260869383811951,0.7161905169487,0.92476224899292,0.013486813753843307,0.7238805294036865,0.017049409449100494,0.8751756548881531,0.5757575631141663,0.646018385887146,0.6666666865348816,1,8,0.902119278907776,0.5722222924232483,0.8166667222976685,0.7389708161354065,0.9064763784408568,0.891348123550415,0.4833333492279053,0.699999988079071,0.6785714030265808,0.6978417038917542,0.9198212623596193,0.375,0.751937985420227,0.8115384578704834,0.800000011920929,0.8978038430213928,0.9064763784408568,0.5316455960273743,0.8089888095855713,0.9230769276618958,0.8751756548881531,0.7632479071617126,0.92476224899292,0.03,0.6072649955749512,0.6726033091545105,0.011946184560656548,0.7416667342185974,0.9149327278137208,0.4285714328289032,0.902119278907776
smart_init_kenn_top_down_adapter_bert_ms,2,1ir09q0k,0.919647216796875,0.012306340038776398,0.8590767979621887,0.8912360668182373,0.8590767979621887,0.9147587418556212,0.5714285969734192,0.7142857313156128,0.8975864052772522,0.015309672802686691,0.00974251888692379,0.8115941882133484,0.7142857313156128,0.9245883226394652,0.01319799479097128,0.7191011905670166,0.016701461747288704,0.8748610019683838,0.5714285969734192,0.6321840286254883,0.6666666865348816,1,8,0.901999294757843,0.5555556416511536,0.8000000715255737,0.7339373826980591,0.9064558744430542,0.8912360668182373,0.46666669845581055,0.699999988079071,0.6706587076187134,0.695652186870575,0.919647216796875,0.375,0.7441860437393188,0.7987179756164551,0.800000011920929,0.8975864052772522,0.9064558744430542,0.5316455960273743,0.7954545617103577,0.8974359035491943,0.8748610019683838,0.7547008991241455,0.9245883226394652,0.18000000000000002,0.5894737243652344,0.6662211418151855,0.011598237790167332,0.73333340883255,0.9147587418556212,0.4285714328289032,0.901999294757843
smart_init_kenn_bottom_up_adapter_bert_ms,2,d4eyh87h,0.9194276928901672,0.01170062180608511,0.8572668433189392,0.8912464380264282,0.8572668433189392,0.9143528342247008,0.5716928839683533,0.739130437374115,0.8969340920448303,0.014903735369443892,0.00922059826552868,0.7681159377098083,0.7144619226455688,0.9245592951774596,0.012934078462421894,0.7099236249923706,0.016005568206310272,0.8739264607429504,0.5698924660682678,0.6195424199104309,0.6666666865348816,1,9,0.9018364548683168,0.5472222566604614,0.7666667103767395,0.7191656231880188,0.90679270029068,0.8912464380264282,0.44166669249534607,0.6333333253860474,0.6543209552764893,0.6992481350898743,0.9194276928901672,0.375,0.7209302186965942,0.7525640726089478,0.800000011920929,0.8969340920448303,0.90679270029068,0.4935065507888794,0.800000011920929,0.8717948794364929,0.8739264607429504,0.7239316701889038,0.9245592951774596,0.1,0.5604598522186279,0.6497765183448792,0.011424263939261436,0.7138890027999878,0.9143528342247008,0.4042553305625915,0.9018364548683168
smart_init_kenn_hybrid_adapter_bert_ms,1,kv423x0b,0.9203474521636964,0.016172057017683983,0.8561607599258423,0.8959764242172241,0.8561607599258423,0.914364457130432,0.692307710647583,1.0,0.8967166543006897,0.015019717626273632,0.015831593424081802,0.7536231875419617,0.7948718070983887,0.9264091849327089,0.015763813629746437,0.7510204315185547,0.016527488827705383,0.875616192817688,0.6842105388641357,0.7550866603851318,0.6666666865348816,1,39,0.9032964706420898,0.7944445013999939,0.7916667461395264,0.7473154067993164,0.9099735021591188,0.8959764242172241,0.7583334445953369,0.5,0.7172413468360901,0.7931034564971924,0.9203474521636964,0.375,0.713178277015686,0.7243589758872986,0.800000011920929,0.8967166543006897,0.9099735021591188,0.4347825944423675,0.9736841917037964,0.9487179517745972,0.875616192817688,0.7051282525062561,0.9264091849327089,0.29000000000000004,0.7746416926383972,0.7079707980155945,0.01658548042178154,0.7194445133209229,0.914364457130432,0.3846153914928436,0.9032964706420898
smart_init_kenn_top_down_adapter_bert_ms,1,tkadkgyl,0.919514775276184,0.01360137853771448,0.8613895177841187,0.8900527358055115,0.8613895177841187,0.915292263031006,0.5412530899047852,0.7115384340286255,0.8984562158584595,0.015947576612234116,0.010960334911942482,0.8695651888847351,0.694168746471405,0.923776388168335,0.014211347326636314,0.7067137956619263,0.017919275909662247,0.8754866123199463,0.5263158082962036,0.6807236075401306,0.6666666865348816,1,13,0.9012978672981262,0.6138889789581299,0.8583333492279053,0.7407432794570923,0.90415757894516,0.8900527358055115,0.5250000357627869,0.7666666507720947,0.6557376980781555,0.649350643157959,0.919514775276184,0.375,0.7751938104629517,0.857692301273346,0.800000011920929,0.8984562158584595,0.90415757894516,0.5,0.8131868243217468,0.9487179517745972,0.8754866123199463,0.7940171360969543,0.923776388168335,0.17,0.6515060067176819,0.6636837124824524,0.012816051952540874,0.763888955116272,0.915292263031006,0.3709677457809448,0.9012978672981262
