name,instance,run_id,test_incremental/macro_types/f1,test_incremental_only/macro_example/precision,test/macro_example/f1,test_incremental/micro/precision,test_incremental_only/macro_types/f1,test/macro_types/f1,test_incremental_internet/macro_types/f1,test_incremental_internet-website/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_internet-website/macro_types/precision,epoch,threshold_incremental,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/micro/recall,test/macro_types/precision,test/macro_example/precision,test_incremental/macro_example/f1,test_incremental_internet/macro_types/recall,test/micro/precision,threshold_pretraining,test_incremental/macro_types/recall,test/micro/recall,test_pretraining/macro_types/f1,test_incremental_internet-website/macro_types/recall,test/macro_types/recall,test_incremental/micro/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example/recall,test_incremental_internet/macro_types/precision,test/macro_example/recall,test_pretraining/micro/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/f1,test/micro/f1,test_incremental_only/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/precision,test_incremental_only/macro_example/f1,test_pretraining/macro_example/precision,test_incremental/micro/f1,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1
no_init_kenn_hybrid_adapter_bert_ms,2,yn1tyujs,0.8341988325119019,0.00974251888692379,0.9215134382247924,0.796875,0.8115941882133484,0.88136887550354,0.8363636136054993,0.8115941882133484,0.9333333969116212,0.008872651495039463,0.9005626440048218,0.01009046658873558,0.8500000238418579,0.7179487347602844,39,0.18000000000000002,0.9333333373069764,0.9333333969116212,0.9666666984558104,0.7179487347602844,0.8991228342056274,0.9333333373069764,0.9005626440048218,0.9281953573226928,0.009442456066608427,0.7666666507720947,0.9121245741844176,0.375,0.8500000238418579,0.8991228342056274,0.88136887550354,0.9333333373069764,0.8629761934280396,0.8500000238418579,0.9149270057678224,0.00974251888692379,0.9200000166893004,0.9149270057678224,0.9055770635604858,0.9215134382247924,0.8115941882133484,0.9055770635604858,0.7179487347602844,0.8629761934280396,0.9333333969116212,0.8189743757247925,0.00974251888692379,0.9281953573226928,0.8225806951522827,0.9121245741844176,0.9045872092247008
no_init_kenn_top_down_adapter_bert_ms,2,21evuxql,0.7661080360412598,0.00974251888692379,0.9207181930541992,0.6071428656578064,0.6292134523391724,0.8790313601493835,0.8363636136054993,0.6292134523391724,0.9333333969116212,0.008872651495039463,0.895695149898529,0.01009046658873558,0.8500000238418579,0.47457626461982727,41,0.37,0.9333333373069764,0.9333333969116212,0.9666666984558104,0.47457626461982727,0.8991228342056274,0.9333333373069764,0.895695149898529,0.926583170890808,0.009442456066608427,0.7666666507720947,0.9080841541290284,0.375,0.8500000238418579,0.8991228342056274,0.8790313601493835,0.9333333373069764,0.8629761934280396,0.8500000238418579,0.9149270057678224,0.00974251888692379,0.9200000166893004,0.9149270057678224,0.9035812616348268,0.9207181930541992,0.6292134523391724,0.9035812616348268,0.47457626461982727,0.8629761934280396,0.9333333969116212,0.6972881555557251,0.00974251888692379,0.926583170890808,0.7083333730697632,0.9080841541290284,0.9045872092247008
no_init_kenn_bottom_up_adapter_bert_ms,2,ccprjeja,0.8165221214294434,0.00974251888692379,0.9212846755981444,0.75,0.7671233415603638,0.8807286620140076,0.8363636136054993,0.7671233415603638,0.9333333969116212,0.008872651495039463,0.8992269039154053,0.01009046658873558,0.8500000238418579,0.6511628031730652,40,0.21,0.9333333373069764,0.9333333969116212,0.9666666984558104,0.6511628031730652,0.8991228342056274,0.9333333373069764,0.8992269039154053,0.9277313947677612,0.009442456066608427,0.7666666507720947,0.9113136529922484,0.375,0.8500000238418579,0.8991228342056274,0.8807286620140076,0.9333333373069764,0.8629761934280396,0.8500000238418579,0.9149270057678224,0.00974251888692379,0.9200000166893004,0.9149270057678224,0.9051771759986876,0.9212846755981444,0.7671233415603638,0.9051771759986876,0.6511628031730652,0.8629761934280396,0.9333333969116212,0.7855814099311829,0.00974251888692379,0.9277313947677612,0.7968750596046448,0.9113136529922484,0.9045872092247008
no_init_kenn_hybrid_adapter_bert_ms,1,3ctqq7b3,0.8008438348770142,0.01009046658873558,0.9207276701927184,0.6842105388641357,0.7160494327545166,0.8802826404571533,0.8363636136054993,0.7160494327545166,0.9666666984558104,0.009046625345945358,0.8975762128829956,0.01009046658873558,0.8666666746139526,0.5686274766921997,23,0.19,0.9666666388511658,0.9666666984558104,0.9666666984558104,0.5686274766921997,0.8993421196937561,0.9666666388511658,0.8975762128829956,0.9265309572219848,0.009540078230202198,0.7666666507720947,0.9099178910255432,0.375,0.8666666746139526,0.8993421196937561,0.8802826404571533,0.9666666388511658,0.8636428713798523,0.8666666746139526,0.9149965643882751,0.01009046658873558,0.9200000166893004,0.9149965643882751,0.9045990705490112,0.9207276701927184,0.7160494327545166,0.9045990705490112,0.5686274766921997,0.8636428713798523,0.9666666984558104,0.7443137168884277,0.01009046658873558,0.9265309572219848,0.7647058963775635,0.9099178910255432,0.9139394164085388
no_init_kenn_top_down_adapter_bert_ms,1,2j4wlfdt,0.7430464029312134,0.00974251888692379,0.9194768667221068,0.5368421077728271,0.5600000023841858,0.8783124685287476,0.8363636136054993,0.5600000023841858,0.9333333969116212,0.008872651495039463,0.8942036628723145,0.01009046658873558,0.8500000238418579,0.4000000059604645,26,0.39,0.9333333373069764,0.9333333969116212,0.9666666984558104,0.4000000059604645,0.8991228342056274,0.9333333373069764,0.8942036628723145,0.9240721464157104,0.009442456066608427,0.7666666507720947,0.90587717294693,0.375,0.8500000238418579,0.8991228342056274,0.8783124685287476,0.9333333373069764,0.8629761934280396,0.8500000238418579,0.9149270057678224,0.00974251888692379,0.9200000166893004,0.9149270057678224,0.902487337589264,0.9194768667221068,0.5600000023841858,0.902487337589264,0.4000000059604645,0.8629761934280396,0.9333333969116212,0.6600000262260437,0.00974251888692379,0.9240721464157104,0.6580645442008972,0.90587717294693,0.9045872092247008
no_init_kenn_bottom_up_adapter_bert_ms,1,1c2wogt8,0.7859148383140564,0.01009046658873558,0.9204297661781312,0.6419752836227417,0.674418568611145,0.8797940611839294,0.8363636136054993,0.674418568611145,0.9666666984558104,0.009046625345945358,0.896560788154602,0.01009046658873558,0.8666666746139526,0.5178571343421936,25,0.2,0.9666666388511658,0.9666666984558104,0.9666666984558104,0.5178571343421936,0.8993421196937561,0.9666666388511658,0.896560788154602,0.9259278774261476,0.009540078230202198,0.7666666507720947,0.908909559249878,0.375,0.8666666746139526,0.8993421196937561,0.8797940611839294,0.9666666388511658,0.8636428713798523,0.8666666746139526,0.9149965643882751,0.01009046658873558,0.9200000166893004,0.9149965643882751,0.9041005969047546,0.9204297661781312,0.674418568611145,0.9041005969047546,0.5178571343421936,0.8636428713798523,0.9666666984558104,0.7189285755157471,0.01009046658873558,0.9259278774261476,0.73758864402771,0.908909559249878,0.9139394164085388
no_init_kenn_hybrid_adapter_bert_ms,0,3r2wk9yf,0.8671498894691467,0.009046625345945358,0.9215427041053772,0.9245283007621764,0.8965517282485962,0.8826823234558105,0.8363636136054993,0.8965517282485962,0.8666666746139526,0.008524704724550247,0.9047750234603882,0.009046625345945358,0.8166667222976685,0.9285714030265808,47,0.86,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.9285714030265808,0.8986842036247253,0.8666666746139526,0.9047750234603882,0.9286012649536132,0.008777913637459278,0.7666666507720947,0.9139161705970764,0.375,0.8166666626930237,0.8986842036247253,0.8826823234558105,0.8666666746139526,0.8616428375244141,0.8166666626930237,0.91459059715271,0.009046625345945358,0.9200000166893004,0.91459059715271,0.906236171722412,0.9215427041053772,0.8965517282485962,0.906236171722412,0.9285714030265808,0.8616428375244141,0.8666666746139526,0.9242857098579408,0.009046625345945358,0.9286012649536132,0.8672566413879395,0.9139161705970764,0.8409241437911987
no_init_kenn_top_down_adapter_bert_ms,0,25vo3hjt,0.8140003681182861,0.009046625345945358,0.9211970567703248,0.7903226017951965,0.7761194705963135,0.880527138710022,0.8363636136054993,0.7761194705963135,0.8666666746139526,0.008524704724550247,0.9002577066421509,0.009046625345945358,0.8166667222976685,0.7027027010917664,47,0.8300000000000001,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.7027027010917664,0.8986842036247253,0.8666666746139526,0.9002577066421509,0.9278995990753174,0.008777913637459278,0.7666666507720947,0.9120854735374452,0.375,0.8166666626930237,0.8986842036247253,0.880527138710022,0.8666666746139526,0.8616428375244141,0.8166666626930237,0.91459059715271,0.009046625345945358,0.9200000166893004,0.91459059715271,0.905335247516632,0.9211970567703248,0.7761194705963135,0.905335247516632,0.7027027010917664,0.8616428375244141,0.8666666746139526,0.8113513588905334,0.009046625345945358,0.9278995990753174,0.8032787442207336,0.9120854735374452,0.8409241437911987
no_init_kenn_bottom_up_adapter_bert_ms,0,1ibi2h0h,0.829310953617096,0.009046625345945358,0.9212542176246644,0.8305084705352783,0.8125,0.8811197876930237,0.8363636136054993,0.8125,0.8666666746139526,0.008524704724550247,0.901497721672058,0.009046625345945358,0.8166667222976685,0.7647058963775635,47,0.68,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.7647058963775635,0.8986842036247253,0.8666666746139526,0.901497721672058,0.9280155897140504,0.008777913637459278,0.7666666507720947,0.9126948714256288,0.375,0.8166666626930237,0.8986842036247253,0.8811197876930237,0.8666666746139526,0.8616428375244141,0.8166666626930237,0.91459059715271,0.009046625345945358,0.9200000166893004,0.91459059715271,0.9056353569030762,0.9212542176246644,0.8125,0.9056353569030762,0.7647058963775635,0.8616428375244141,0.8666666746139526,0.8423529863357544,0.009046625345945358,0.9280155897140504,0.8235294222831726,0.9126948714256288,0.8409241437911987
smart_init_classifier_adapter_bert_ms,2,wgwejnm0,0.8450295925140381,0.009394572116434574,0.9215644001960754,0.8474576473236084,0.84375,0.8817493915557861,0.8363636136054993,0.84375,0.9000000953674316,0.008698677644133568,0.9020860195159912,0.009394572116434574,0.8333333730697632,0.7941176295280457,6,0.47,0.8999999761581421,0.9000000953674316,0.9000000953674316,0.7941176295280457,0.898903489112854,0.8999999761581421,0.9020860195159912,0.9285258650779724,0.009033242240548134,0.7666666507720947,0.9129176139831544,0.375,0.8333333134651184,0.898903489112854,0.8817493915557861,0.8999999761581421,0.8623095154762268,0.8333333134651184,0.9147065877914428,0.009394572116434574,0.9200000166893004,0.9147065877914428,0.9058563709259032,0.9215644001960754,0.84375,0.9058563709259032,0.7941176295280457,0.8623095154762268,0.9000000953674316,0.8570588231086731,0.009394572116434574,0.9285258650779724,0.8403361439704895,0.9129176139831544,0.8653846979141235
smart_init_classifier_adapter_bert_ms,1,zl4nflko,0.7319311499595642,0.010438413359224796,0.918711245059967,0.4568965435028076,0.4958677887916565,0.8783223628997803,0.8363636136054993,0.4958677887916565,1.0,0.00922059826552868,0.8927969932556152,0.010438413359224796,0.8833333849906921,0.32967033982276917,10,0.05,1.0,1.0,1.0,0.32967033982276917,0.8995614051818848,1.0,0.8927969932556152,0.9223382472991944,0.009791785851120949,0.7666666507720947,0.902133285999298,0.375,0.8833333253860474,0.8995614051818848,0.8783223628997803,1.0,0.864309549331665,0.8833333253860474,0.915112555027008,0.010438413359224796,0.9200000166893004,0.915112555027008,0.9008455276489258,0.918711245059967,0.4958677887916565,0.9008455276489258,0.32967033982276917,0.864309549331665,1.0,0.624835193157196,0.010438413359224796,0.9223382472991944,0.6022726893424988,0.902133285999298,0.9380530714988708
smart_init_classifier_adapter_bert_ms,0,xj0x2ufr,0.8421052694320679,0.007654836401343346,0.9211918711662292,0.957446813583374,0.8461538553237915,0.8819580674171448,0.8363636136054993,0.8461538553237915,0.7333333492279053,0.007828810252249241,0.9062036275863647,0.008002784103155136,0.75,1.0,5,0.86,0.7333333492279053,0.7333333492279053,0.7666667103767395,1.0,0.8978070020675659,0.7333333492279053,0.9062036275863647,0.9284389019012452,0.00791484210640192,0.7666666507720947,0.914247453212738,0.375,0.75,0.8978070020675659,0.8819580674171448,0.7333333492279053,0.8589761853218079,0.75,0.9140570163726808,0.007654836401343346,0.9200000166893004,0.9140570163726808,0.9059526920318604,0.9211918711662292,0.8461538553237915,0.9059526920318604,1.0,0.8589761853218079,0.7333333492279053,0.9600000381469728,0.007654836401343346,0.9284389019012452,0.84112149477005,0.914247453212738,0.7582418322563171
