name,instance,run_id,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/f1,test_incremental/macro_types/precision,test/macro_types/f1,test_incremental/macro_types/f1,test_incremental/micro/precision,test_pretraining/macro_example/recall,test_incremental/macro_example/precision,test_incremental_only/micro/precision,test/micro/precision,test/macro_types/recall,test_incremental/micro/recall,test_incremental_only/micro/f1,test_incremental_only/macro_types/f1,test_incremental_internet-website/macro_types/precision,test/micro/f1,threshold_pretraining,test/macro_example/recall,test_pretraining/micro/recall,test_incremental/macro_example_exclusive/recall,test_incremental/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_example/precision,test_incremental_only/micro/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_pretraining/micro/f1,test_incremental/macro_example/recall,test_incremental_internet/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_internet-website/macro_types/recall,threshold_incremental,test_pretraining/macro_types/f1,test_incremental_only/macro_example/recall,test/macro_example/f1,test/micro/recall,test_incremental_internet/macro_types/f1,test_incremental_internet/macro_types/precision,test/macro_example/precision,test_pretraining/micro/precision,epoch,test/macro_types/precision,test_incremental/macro_example/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/precision,test_incremental_internet-website/macro_types/f1,test_incremental/micro/f1,test_pretraining/macro_types/recall,test_pretraining/macro_types/precision
no_init_box_kenn_top_down_adapter_bert_ms,0,eaqc8egg,0.9129585027694702,0.8181819319725037,0.64673912525177,0.8470200896263123,0.6945525407791138,0.40909090638160706,0.906935691833496,0.009394572116434574,0.29347825050354004,0.8924444317817688,0.8178940415382385,0.75,0.44262292981147766,0.44262292981147766,0.29347825050354004,0.8865342736244202,0.25,0.906935691833496,0.8807017803192139,0.7500000596046448,0.75,0.9000000953674316,0.9000000953674316,0.9190617799758912,0.8999999761581421,0.8999999761581421,0.29347825050354004,0.9000000953674316,0.8865342736244202,0.007828810252249241,0.6000000238418579,0.9000000953674316,0.8999999761581421,0.06999999999999999,0.8470200896263123,0.009394572116434574,0.9129585027694702,0.8807017803192139,0.75,1.0,0.9190617799758912,0.8924444317817688,32,0.8782972097396851,0.008540519513189793,0.009394572116434574,0.009394572116434574,0.44262292981147766,0.529411792755127,0.8178940415382385,0.8782972097396851
no_init_box_kenn_bottom_up_adapter_bert_ms,0,6hw56dif,0.9126980304718018,0.8181819319725037,0.6391752362251282,0.8468793630599976,0.6901670098304749,0.3913043439388275,0.906935691833496,0.009394572116434574,0.27835050225257874,0.8914539217948914,0.8178940415382385,0.75,0.4251968264579773,0.4251968264579773,0.27835050225257874,0.8860452175140381,0.25,0.906935691833496,0.8807017803192139,0.7500000596046448,0.75,0.9000000953674316,0.9000000953674316,0.9185340404510498,0.8999999761581421,0.8999999761581421,0.27835050225257874,0.9000000953674316,0.8860452175140381,0.007828810252249241,0.6000000238418579,0.9000000953674316,0.8999999761581421,0.01,0.8468793630599976,0.009394572116434574,0.9126980304718018,0.8807017803192139,0.75,1.0,0.9185340404510498,0.8914539217948914,32,0.8779945969581604,0.008540519513189793,0.009394572116434574,0.009394572116434574,0.4251968264579773,0.514285683631897,0.8178940415382385,0.8779945969581604
smart_init_box_adapter_bert_ms,2,ujm65rd2,0.9141249060630798,0.8418301939964294,0.6590908765792847,0.8476073145866394,0.7088203430175781,0.43396225571632385,0.9071561098098756,0.00974251888692379,0.3181818127632141,0.8934608697891235,0.8185607194900513,0.7666666507720947,0.4745762348175049,0.4745762348175049,0.3181818127632141,0.8871466517448425,0.25,0.9071561098098756,0.8809210658073425,0.7666667103767395,0.7666666507720947,0.9333333969116212,0.9333333969116212,0.9212015867233276,0.9333333373069764,0.9333333373069764,0.3181818127632141,0.9333333969116212,0.8871466517448425,0.008002784103155136,0.6000000238418579,0.9333333969116212,0.9333333373069764,0.18000000000000002,0.8476073145866394,0.00974251888692379,0.9141249060630798,0.8809210658073425,0.75,1.0,0.9212015867233276,0.8934608697891235,22,0.8787912130355835,0.008787370286881924,0.00974251888692379,0.00974251888692379,0.4745762348175049,0.5542168617248535,0.8185607194900513,0.8787912130355835
smart_init_box_adapter_bert_ms,1,leo8ocwh,0.9133607149124146,0.7944444417953491,0.6604938507080078,0.846917986869812,0.6950103640556335,0.4444444477558136,0.906866192817688,0.009046625345945358,0.32098764181137085,0.8944085836410522,0.8172273635864258,0.7333333492279053,0.46846848726272583,0.46846848726272583,0.32098764181137085,0.8873908519744873,0.25,0.906866192817688,0.8804824352264404,0.7333333492279053,0.7333333492279053,0.8666666746139526,0.8666666746139526,0.919948935508728,0.8666666746139526,0.8666666746139526,0.32098764181137085,0.8666666746139526,0.8873908519744873,0.007654836401343346,0.6000000238418579,0.8666666746139526,0.8666666746139526,0.08,0.846917986869812,0.009046625345945358,0.9133607149124146,0.8804824352264404,0.75,1.0,0.919948935508728,0.8944085836410522,22,0.8788473606109619,0.00829274021089077,0.009046625345945358,0.009046625345945358,0.46846848726272583,0.5534591674804688,0.8172273635864258,0.8788473606109619
smart_init_box_adapter_bert_ms,0,xbkn9sa1,0.9136702418327332,0.8181819319725037,0.7109375,0.848212480545044,0.7299465537071228,0.5487805008888245,0.906935691833496,0.009394572116434574,0.421875,0.8980321884155273,0.8178940415382385,0.75,0.5744680762290955,0.5744680762290955,0.421875,0.8892825841903687,0.25,0.906935691833496,0.8807017803192139,0.7500000596046448,0.75,0.9000000953674316,0.9000000953674316,0.9205056428909302,0.8999999761581421,0.8999999761581421,0.421875,0.9000000953674316,0.8892825841903687,0.007828810252249241,0.6000000238418579,0.9000000953674316,0.8999999761581421,0.37,0.848212480545044,0.009394572116434574,0.9136702418327332,0.8807017803192139,0.75,1.0,0.9205056428909302,0.8980321884155273,20,0.8808650970458984,0.008540519513189793,0.009394572116434574,0.009394572116434574,0.5744680762290955,0.6338028907775879,0.8178940415382385,0.8808650970458984
no_init_kenn_horizontal_adapter_bert_ms,2,1t7ak48h,0.9137744307518004,0.9045872092247008,0.5469565391540527,0.8761255741119385,0.6656084656715393,0.27419355511665344,0.9149270057678224,0.01009046658873558,0.17391304671764374,0.8880225419998169,0.8629761934280396,0.8500000238418579,0.2931936979293823,0.2931936979293823,0.17391304671764374,0.893538236618042,0.375,0.9149270057678224,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9666666984558104,0.9333333969116212,0.912624716758728,0.9333333373069764,0.9333333373069764,0.17391304671764374,0.9333333969116212,0.893538236618042,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.1,0.8761255741119385,0.00974251888692379,0.9137744307518004,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.912624716758728,0.8880225419998169,22,0.889681875705719,0.009442456066608427,0.00974251888692379,0.00974251888692379,0.2931936979293823,0.4146341681480408,0.8629761934280396,0.889681875705719
no_init_kenn_horizontal_adapter_bert_ms,1,27kc3d7y,0.870532751083374,0.9139394164085388,0.4805966019630432,0.8751789331436157,0.6183156967163086,0.07133059203624725,0.9149965643882751,0.01009046658873558,0.04119318351149559,0.794767439365387,0.8636428713798523,0.8666666746139526,0.07901907712221146,0.07901907712221146,0.04119318351149559,0.8438271284103394,0.375,0.9149965643882751,0.8993421196937561,0.8666666746139526,0.8666666746139526,0.9666666984558104,0.9666666984558104,0.8301901817321777,0.9666666388511658,0.9666666388511658,0.04119318351149559,0.9666666984558104,0.8438271284103394,0.009046625345945358,0.7666666507720947,0.9666666984558104,0.9666666388511658,0.01,0.8751789331436157,0.01009046658873558,0.870532751083374,0.8993421196937561,0.8363636136054993,0.9200000166893004,0.8301901817321777,0.794767439365387,12,0.8870275020599365,0.009540078230202198,0.01009046658873558,0.01009046658873558,0.07901907712221146,0.1318124234676361,0.8636428713798523,0.8870275020599365
no_init_kenn_horizontal_adapter_bert_ms,0,24l2pppd,0.9210936427116394,0.8653846979141235,0.7892683148384094,0.880452036857605,0.8107025027275085,0.7575757503509521,0.9147645831108092,0.009394572116434574,0.6585366129875183,0.9114965796470642,0.8623095154762268,0.8333333134651184,0.7605634331703186,0.7605634331703186,0.6585366129875183,0.9051562547683716,0.375,0.9147645831108092,0.898903489112854,0.8333333730697632,0.8333333134651184,0.9000000357627869,0.9000000357627869,0.9275109767913818,0.8999999761581421,0.8999999761581421,0.6585366129875183,0.9000000357627869,0.9051562547683716,0.008698677644133568,0.7666666507720947,0.9000000357627869,0.8999999761581421,0.6900000000000001,0.880452036857605,0.009394572116434574,0.9210936427116394,0.898903489112854,0.8363636136054993,0.9200000166893004,0.9275109767913818,0.9114965796470642,28,0.8993743658065796,0.009033242240548134,0.009394572116434574,0.009394572116434574,0.7605634331703186,0.7936508059501648,0.8623095154762268,0.8993743658065796
smart_init_kenn_hybrid_adapter_bert_ms,2,tv6qf163,0.9213240146636964,0.8897196650505066,0.7643477916717529,0.8803211450576782,0.804901659488678,0.7183098793029785,0.9148805737495422,0.00974251888692379,0.6086956262588501,0.910706341266632,0.8629761934280396,0.8500000238418579,0.736842155456543,0.736842155456543,0.6086956262588501,0.9048774838447572,0.375,0.9148805737495422,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9333333969116212,0.9333333969116212,0.9278589487075806,0.9333333373069764,0.9333333373069764,0.6086956262588501,0.9333333969116212,0.9048774838447572,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.19,0.8803211450576782,0.00974251888692379,0.9213240146636964,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9278589487075806,0.910706341266632,6,0.898377537727356,0.00928726140409708,0.00974251888692379,0.00974251888692379,0.736842155456543,0.7786259651184082,0.8629761934280396,0.898377537727356
smart_init_kenn_top_down_adapter_bert_ms,2,puybjb8e,0.9213240146636964,0.8897196650505066,0.7643477916717529,0.8803211450576782,0.804901659488678,0.7183098793029785,0.9148805737495422,0.00974251888692379,0.6086956262588501,0.910706341266632,0.8629761934280396,0.8500000238418579,0.736842155456543,0.736842155456543,0.6086956262588501,0.9048774838447572,0.375,0.9148805737495422,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9333333969116212,0.9333333969116212,0.9278589487075806,0.9333333373069764,0.9333333373069764,0.6086956262588501,0.9333333969116212,0.9048774838447572,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.59,0.8803211450576782,0.00974251888692379,0.9213240146636964,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9278589487075806,0.910706341266632,6,0.898377537727356,0.00928726140409708,0.00974251888692379,0.00974251888692379,0.736842155456543,0.7786259651184082,0.8629761934280396,0.898377537727356
smart_init_kenn_bottom_up_adapter_bert_ms,2,fdfb1omj,0.9214098453521729,0.8897196650505066,0.778181791305542,0.8805867433547974,0.8125069737434387,0.739130437374115,0.9148805737495422,0.00974251888692379,0.6363636255264282,0.9111111164093018,0.8629761934280396,0.8500000238418579,0.7567567229270935,0.7567567229270935,0.6363636255264282,0.9050772786140442,0.375,0.9148805737495422,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9333333969116212,0.9333333969116212,0.9280329942703248,0.9333333373069764,0.9333333373069764,0.6363636255264282,0.9333333969116212,0.9050772786140442,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.22,0.8805867433547974,0.00974251888692379,0.9214098453521729,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9280329942703248,0.9111111164093018,6,0.8989309072494507,0.00928726140409708,0.00974251888692379,0.00974251888692379,0.7567567229270935,0.7906977534294128,0.8629761934280396,0.8989309072494507
smart_init_kenn_hybrid_adapter_bert_ms,1,tlfodeco,0.9199493527412416,0.9380530714988708,0.6712676286697388,0.879220187664032,0.7628363966941833,0.5520833134651184,0.915112555027008,0.010438413359224796,0.4225352108478546,0.906118869781494,0.864309549331665,0.8833333253860474,0.594059407711029,0.594059407711029,0.4225352108478546,0.9028282165527344,0.375,0.915112555027008,0.8995614051818848,0.8833333849906921,0.8833333253860474,1.0,1.0,0.9248376488685608,1.0,1.0,0.4225352108478546,1.0,0.9028282165527344,0.00922059826552868,0.7666666507720947,1.0,1.0,0.04,0.879220187664032,0.010438413359224796,0.9199493527412416,0.8995614051818848,0.8363636136054993,0.9200000166893004,0.9248376488685608,0.906118869781494,7,0.8946543335914612,0.009791785851120949,0.010438413359224796,0.010438413359224796,0.594059407711029,0.6794871091842651,0.864309549331665,0.8946543335914612
smart_init_kenn_top_down_adapter_bert_ms,1,hb585bsp,0.9201214909553528,0.9380530714988708,0.6773912906646729,0.8793384432792664,0.7667750120162964,0.563829779624939,0.915112555027008,0.010438413359224796,0.4347825944423675,0.90651935338974,0.864309549331665,0.8833333253860474,0.6060605645179749,0.6060605645179749,0.4347825944423675,0.9030269384384156,0.375,0.915112555027008,0.8995614051818848,0.8833333849906921,0.8833333253860474,1.0,1.0,0.9251855611801147,1.0,1.0,0.4347825944423675,1.0,0.9030269384384156,0.00922059826552868,0.7666666507720947,1.0,1.0,0.22,0.8793384432792664,0.010438413359224796,0.9201214909553528,0.8995614051818848,0.8363636136054993,0.9200000166893004,0.9251855611801147,0.90651935338974,7,0.8948992490768433,0.009791785851120949,0.010438413359224796,0.010438413359224796,0.6060605645179749,0.6883116960525513,0.864309549331665,0.8948992490768433
smart_init_kenn_bottom_up_adapter_bert_ms,1,dsgr98dn,0.9190619587898254,0.9380530714988708,0.6385714411735535,0.8785881400108337,0.7412703633308411,0.4862385392189026,0.915112555027008,0.010438413359224796,0.3571428656578064,0.9035242199897766,0.864309549331665,0.8833333253860474,0.5263157486915588,0.5263157486915588,0.3571428656578064,0.9015384316444396,0.375,0.915112555027008,0.8995614051818848,0.8833333849906921,0.8833333253860474,1.0,1.0,0.9230456948280334,1.0,1.0,0.3571428656578064,1.0,0.9015384316444396,0.00922059826552868,0.7666666507720947,1.0,1.0,0.01,0.8785881400108337,0.010438413359224796,0.9190619587898254,0.8995614051818848,0.8363636136054993,0.9200000166893004,0.9230456948280334,0.9035242199897766,6,0.8933464884757996,0.009791785851120949,0.010438413359224796,0.010438413359224796,0.5263157486915588,0.6272189021110535,0.864309549331665,0.8933464884757996
smart_init_kenn_hybrid_adapter_bert_ms,0,hsjzl5f7,0.9215112924575806,0.8409241437911987,0.8793548345565796,0.8818262219429016,0.84685218334198,0.875,0.91459059715271,0.009046625345945358,0.8387096524238586,0.9133051037788392,0.8616428375244141,0.8166666626930237,0.8524589538574219,0.8524589538574219,0.8387096524238586,0.9059357047080994,0.375,0.91459059715271,0.8986842036247253,0.8166667222976685,0.8166666626930237,0.8666666746139526,0.8666666746139526,0.9285374879837036,0.8666666746139526,0.8666666746139526,0.8387096524238586,0.8666666746139526,0.9059357047080994,0.008524704724550247,0.7666666507720947,0.8666666746139526,0.8666666746139526,0.98,0.8818262219429016,0.009046625345945358,0.9215112924575806,0.8986842036247253,0.8363636136054993,0.9200000166893004,0.9285374879837036,0.9133051037788392,7,0.9029778242111206,0.008777913637459278,0.009046625345945358,0.009046625345945358,0.8524589538574219,0.8448276519775391,0.8616428375244141,0.9029778242111206
smart_init_kenn_top_down_adapter_bert_ms,0,yzqjbzs3,0.9215644001960754,0.8653846979141235,0.8690909147262573,0.88197922706604,0.8508365154266357,0.8620689511299133,0.9147065877914428,0.009394572116434574,0.8181818127632141,0.913120985031128,0.8623095154762268,0.8333333134651184,0.8571428060531616,0.8571428060531616,0.8181818127632141,0.9059564471244812,0.375,0.9147065877914428,0.898903489112854,0.8333333730697632,0.8333333134651184,0.9000000953674316,0.9000000953674316,0.9285258650779724,0.8999999761581421,0.8999999761581421,0.8181818127632141,0.9000000953674316,0.9059564471244812,0.008698677644133568,0.7666666507720947,0.9000000953674316,0.8999999761581421,0.98,0.88197922706604,0.009394572116434574,0.9215644001960754,0.898903489112854,0.8363636136054993,0.9200000166893004,0.9285258650779724,0.913120985031128,7,0.9025672674179076,0.009033242240548134,0.009394572116434574,0.009394572116434574,0.8571428060531616,0.8474575877189636,0.8623095154762268,0.9025672674179076
smart_init_kenn_bottom_up_adapter_bert_ms,0,t70gqd7y,0.9215929508209229,0.8653846979141235,0.8818750381469727,0.88222336769104,0.8569173216819763,0.8771929740905762,0.9147065877914428,0.009394572116434574,0.84375,0.9133244156837464,0.8623095154762268,0.8333333134651184,0.8709677457809448,0.8709677457809448,0.84375,0.9060565233230592,0.375,0.9147065877914428,0.898903489112854,0.8333333730697632,0.8333333134651184,0.9000000953674316,0.9000000953674316,0.9285838603973388,0.8999999761581421,0.8999999761581421,0.84375,0.9000000953674316,0.9060565233230592,0.008698677644133568,0.7666666507720947,0.9000000953674316,0.8999999761581421,0.93,0.88222336769104,0.009394572116434574,0.9215929508209229,0.898903489112854,0.8363636136054993,0.9200000166893004,0.9285838603973388,0.9133244156837464,7,0.9030786156654358,0.009033242240548134,0.009394572116434574,0.009394572116434574,0.8709677457809448,0.8547008633613586,0.8623095154762268,0.9030786156654358
