name,instance,run_id,test/micro/f1,test_incremental/macro_types/f1,test_incremental/macro_types/recall,test/macro_types/recall,test_incremental/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental/macro_example/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_types/f1,test_pretraining/micro/recall,test_pretraining/micro/precision,test_incremental_only/micro/recall,test_incremental/macro_example_exclusive/f1,test_incremental_metropolitan_transit-transit_line/macro_types/recall,test/micro/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/micro/f1,epoch,threshold_incremental,test_pretraining/micro/f1,test_incremental_metropolitan_transit/macro_types/precision,test/macro_types/f1,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example_exclusive/precision,test_incremental_metropolitan_transit/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,threshold_pretraining,test_incremental/micro/f1,test_incremental_metropolitan_transit-transit_line/macro_types/precision,test/macro_example/f1,test/macro_example/recall,test_incremental_metropolitan_transit-transit_line/macro_types/f1,test_incremental/micro/precision,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/precision,test/macro_types/precision,test_pretraining/macro_types/recall,test_pretraining/macro_example/recall,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_metropolitan_transit/macro_types/recall,test_incremental/micro/recall,test_incremental/macro_example/recall,test/macro_example/precision,test_incremental_only/micro/precision,test_incremental/macro_example/precision,test_incremental_only/macro_example/precision,test/micro/recall,test_pretraining/macro_types/f1
no_init_kenn_hybrid_adapter_bert_ms,2,g28uapeu,0.8977894186973572,0.6970897912979126,0.9333333373069764,0.864309549331665,0.5562841892242432,0.9165507555007936,0.010438413359224796,0.010078467428684236,0.9157584309577942,0.3947368562221527,0.8995614051818848,0.8960244655609131,1.0,0.965517282485962,1.0,0.8960244655609131,1.0,0.3947368562221527,17,0.21,0.8977894186973572,0.8666666746139526,0.8775107860565186,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.5283018946647644,0.24590164422988892,0.9157584309577942,0.9149675369262696,0.3947368562221527,0.3684210479259491,0.010438413359224796,0.24590164422988892,0.8911216259002686,0.864309549331665,0.9149675369262696,0.8911216259002686,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.9165507555007936,0.24590164422988892,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8775107860565186
no_init_kenn_top_down_adapter_bert_ms,2,1lpq8exx,0.8684238791465759,0.6235270500183105,0.9333333373069764,0.864309549331665,0.46813613176345825,0.8756378889083862,0.010438413359224796,0.010078467428684236,0.8948707580566406,0.13015183806419373,0.8995614051818848,0.8393697738647461,1.0,0.965517282485962,1.0,0.8393697738647461,1.0,0.13015183806419373,26,0.03,0.8684238791465759,0.8666666746139526,0.8757978677749634,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.21497121453285217,0.06960556656122208,0.8948707580566406,0.9149675369262696,0.13015183806419373,0.12147505581378935,0.010438413359224796,0.06960556656122208,0.8875957727432251,0.864309549331665,0.9149675369262696,0.8875957727432251,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.8756378889083862,0.06960556656122208,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8757978677749634
no_init_kenn_bottom_up_adapter_bert_ms,2,212sk9xx,0.8542274236679077,0.6152292490005493,0.9333333373069764,0.864309549331665,0.45884352922439575,0.8524936437606812,0.010438413359224796,0.010078467428684236,0.882626473903656,0.09708738327026369,0.8995614051818848,0.8132434487342834,1.0,0.965517282485962,1.0,0.8132434487342834,1.0,0.09708738327026369,18,0.01,0.8542274236679077,0.8666666746139526,0.8756169080734253,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.16519173979759216,0.05102040991187096,0.882626473903656,0.9149675369262696,0.09708738327026369,0.09061488509178162,0.010438413359224796,0.05102040991187096,0.887224018573761,0.864309549331665,0.9149675369262696,0.887224018573761,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.8524936437606812,0.05102040991187096,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8756169080734253
no_init_kenn_hybrid_adapter_bert_ms,1,1m6cxkc9,0.8822454810142517,0.6394646167755127,0.9333333373069764,0.864309549331665,0.486336886882782,0.8955520987510681,0.010438413359224796,0.010078467428684236,0.9051556587219238,0.1916932910680771,0.8995614051818848,0.8655834794044495,1.0,0.965517282485962,1.0,0.8655834794044495,1.0,0.1916932910680771,13,0.03,0.8822454810142517,0.8666666746139526,0.8761521577835083,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.30026811361312866,0.10600706934928894,0.9051556587219238,0.9149675369262696,0.1916932910680771,0.17891374230384827,0.010438413359224796,0.10600706934928894,0.8883237838745117,0.864309549331665,0.9149675369262696,0.8883237838745117,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.8955520987510681,0.10600706934928894,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8761521577835083
no_init_kenn_top_down_adapter_bert_ms,1,29g1z4t3,0.8829100131988525,0.6406254768371582,0.9333333373069764,0.864309549331665,0.48768115043640137,0.8970656394958496,0.010438413359224796,0.010078467428684236,0.9059281349182128,0.19607843458652496,0.8995614051818848,0.8668639063835144,1.0,0.965517282485962,1.0,0.8668639063835144,1.0,0.19607843458652496,18,0.08,0.8829100131988525,0.8666666746139526,0.8761782646179199,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.3060109317302704,0.10869564861059187,0.9059281349182128,0.9149675369262696,0.19607843458652496,0.18300653994083405,0.010438413359224796,0.10869564861059187,0.8883775472640991,0.864309549331665,0.9149675369262696,0.8883775472640991,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.8970656394958496,0.10869564861059187,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8761782646179199
no_init_kenn_bottom_up_adapter_bert_ms,1,1jewb6r3,0.878090500831604,0.6332683563232422,0.9333333373069764,0.864309549331665,0.4792048931121826,0.8899906873703003,0.010438413359224796,0.010078467428684236,0.9023062586784364,0.16806723177433014,0.8995614051818848,0.8576207160949707,1.0,0.965517282485962,1.0,0.8576207160949707,1.0,0.16806723177433014,17,0.02,0.878090500831604,0.8666666746139526,0.8760133385658264,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.26858511567115784,0.0917431190609932,0.9023062586784364,0.9149675369262696,0.16806723177433014,0.1568627506494522,0.010438413359224796,0.0917431190609932,0.8880385160446167,0.864309549331665,0.9149675369262696,0.8880385160446167,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.8899906873703003,0.0917431190609932,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8760133385658264
no_init_kenn_hybrid_adapter_bert_ms,0,fd659zfp,0.9042999148368835,0.7950038313865662,0.9166666269302368,0.8636428713798523,0.7018518447875977,0.9256553053855896,0.01009046658873558,0.00982257816940546,0.9201924204826356,0.6904761791229248,0.8993421196937561,0.909312665462494,0.9666666388511658,0.9410029649734496,0.9666666388511658,0.909312665462494,0.9666666984558104,0.6904761791229248,32,0.85,0.9042999148368835,0.8666666746139526,0.8799787759780884,0.9666666388511658,0.9166667461395264,0.9666666984558104,0.8666666746139526,0.9666666984558104,0.375,0.763888955116272,0.5370370149612427,0.9201924204826356,0.9147935509681702,0.6904761791229248,0.6547619104385376,0.01009046658873558,0.5370370149612427,0.8969444036483765,0.8636428713798523,0.9147935509681702,0.8969444036483765,0.9666666984558104,0.8666666746139526,0.9166666865348816,0.00956854596734047,0.9256553053855896,0.5370370149612427,0.01009046658873558,0.01009046658873558,0.8993421196937561,0.8799787759780884
no_init_kenn_top_down_adapter_bert_ms,0,20z64myn,0.9040220379829408,0.7918205857276917,0.9333333373069764,0.864309549331665,0.6875706315040588,0.9252493381500244,0.010438413359224796,0.010078467428684236,0.9200797080993652,0.6741573214530945,0.8995614051818848,0.908527135848999,1.0,0.965517282485962,1.0,0.908527135848999,1.0,0.6741573214530945,33,0.93,0.9040220379829408,0.8666666746139526,0.8800493478775024,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.751677930355072,0.508474588394165,0.9200797080993652,0.9149675369262696,0.6741573214530945,0.6292135119438171,0.010438413359224796,0.508474588394165,0.8963731527328491,0.864309549331665,0.9149675369262696,0.8963731527328491,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.9252493381500244,0.508474588394165,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8800493478775024
no_init_kenn_bottom_up_adapter_bert_ms,0,o4xpi6ji,0.9041216969490052,0.7947195172309875,0.9333333373069764,0.864309549331665,0.6919540166854858,0.9254233837127686,0.010438413359224796,0.010078467428684236,0.9201657772064208,0.6818181872367859,0.8995614051818848,0.9087284207344056,1.0,0.965517282485962,1.0,0.9087284207344056,1.0,0.6818181872367859,33,0.8300000000000001,0.9041216969490052,0.8666666746139526,0.8801338076591492,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.7567567229270935,0.517241358757019,0.9201657772064208,0.9149675369262696,0.6818181872367859,0.6363636255264282,0.010438413359224796,0.517241358757019,0.8965484499931335,0.864309549331665,0.9149675369262696,0.8965484499931335,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.9254233837127686,0.517241358757019,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8801338076591492
smart_init_classifier_adapter_bert_ms,2,vqz4s4va,0.9038017392158508,0.780197024345398,0.9166666269302368,0.8636428713798523,0.6790960431098938,0.9249594211578368,0.01009046658873558,0.00982257816940546,0.9198777675628662,0.651685357093811,0.8993421196937561,0.9083056449890136,0.9666666388511658,0.9410029649734496,0.9666666388511658,0.9083056449890136,0.9666666984558104,0.651685357093811,7,0.91,0.9038017392158508,0.8666666746139526,0.8795403838157654,0.9666666388511658,0.9166667461395264,0.9666666984558104,0.8666666746139526,0.9666666984558104,0.375,0.7382550239562988,0.49152541160583496,0.9198777675628662,0.9148515462875366,0.651685357093811,0.617977499961853,0.01009046658873558,0.49152541160583496,0.8960341215133667,0.8636428713798523,0.9148515462875366,0.8960341215133667,0.9666666984558104,0.8666666746139526,0.9166666865348816,0.00956854596734047,0.9249594211578368,0.49152541160583496,0.01009046658873558,0.01009046658873558,0.8993421196937561,0.8795403838157654
smart_init_classifier_adapter_bert_ms,1,qr1sdqkc,0.9009444117546082,0.730434775352478,0.9333333373069764,0.864309549331665,0.6000000238418579,0.920552134513855,0.010438413359224796,0.010078467428684236,0.9177513718605042,0.5,0.8995614051818848,0.9023317098617554,1.0,0.965517282485962,1.0,0.9023317098617554,1.0,0.5,6,0.18000000000000002,0.9009444117546082,0.8666666746139526,0.8783578276634216,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.6222222447395325,0.3333333432674408,0.9177513718605042,0.9149675369262696,0.5,0.46666666865348816,0.010438413359224796,0.3333333432674408,0.892870306968689,0.864309549331665,0.9149675369262696,0.892870306968689,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.920552134513855,0.3333333432674408,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8783578276634216
smart_init_classifier_adapter_bert_ms,0,5z62m7ju,0.9038800597190856,0.7768421769142151,0.8999999761581421,0.8629761934280396,0.6833333373069763,0.9251914024353028,0.009742519818246365,0.0095653822645545,0.919904351234436,0.6511627435684204,0.8991228342056274,0.908687949180603,0.9333333373069764,0.9163636565208436,0.9333333373069764,0.908687949180603,0.9333333969116212,0.6511627435684204,6,0.75,0.9038800597190856,0.8666666746139526,0.8792760968208313,0.9333333373069764,0.9000000357627869,0.9333333969116212,0.8666666746139526,0.9333333969116212,0.375,0.7397260665893555,0.5,0.919904351234436,0.9146775603294371,0.6511627435684204,0.6279069781303406,0.009742519818246365,0.5,0.8962036371231079,0.8629761934280396,0.9146775603294371,0.8962036371231079,0.9333333969116212,0.8666666746139526,0.8999999761581421,0.009394572116434574,0.9251914024353028,0.5,0.009742519818246365,0.009742519818246365,0.8991228342056274,0.8792760968208313
